Identifier, Size, 1B1, 1B2, 1B3, 1B4, 1B5
B4U62_RS15695, 996.0, , , , , 
B4U62_RS15700, 472.7, , , , , 
B4U62_RS15705, 838.3, , , , , 
B4U62_RS15710, 399.7, , , , , 
B4U62_RS15715, 1456.3, , , , , 
B4U62_RS15720, 866.3, 400:1:0;600:3:0.0878661, , , , 
B4U62_RS15725, 774.3, , , , , 
B4U62_RS15730, 780.7, , , , , 
B4U62_RS15735, 1098.7, , , , , 
B4U62_RS15740, 2754.0, , , , , 
B4U62_RS15745, 300.0, , , , , 
B4U62_RS15750, 403.3, , , , , 
B4U62_RS15755, 253.0, , , , , 
B4U62_RS15760, 843.0, , , , , 
B4U62_RS15765, 263.3, , , , , 
B4U62_RS15770, 1151.7, , , , , 
B4U62_RS15775, 740.3, , , , , 
B4U62_RS15780, 1016.3, , , , , 
B4U62_RS15785, 598.7, , , , , 
B4U62_RS15790, 1054.7, , , , , 
B4U62_RS15795, 235.3, , , , , 
B4U62_RS15800, 806.3, , , , , 
B4U62_RS15805, 611.3, , , , , 
B4U62_RS15810, 598.7, , , , , 
B4U62_RS15815, 596.0, , , , , 
B4U62_RS15820, 655.3, , , , , 
B4U62_RS15825, 655.3, , , , , 
B4U62_RS15830, 526.0, , , , , 
B4U62_RS15835, 781.7, 600:1:0.0588235, , , , 
B4U62_RS15840, 611.0, , , , , 
B4U62_RS15845, 704.7, , , , , 
B4U62_RS15855, 1063.0, , , , , 
B4U62_RS15860, 1057.7, , , , , 
B4U62_RS15865, 498.0, , , , , 
B4U62_RS15870, 1053.3, , , , , 
B4U62_RS15875, 161.0, , , , , 
B4U62_RS15880, 826.0, , , , , 
B4U62_RS15885, 508.7, , , , , 
B4U62_RS15890, 370.7, , , , , 
B4U62_RS15895, 626.3, , , , , 
B4U62_RS15900, 410.3, , , , , 
B4U62_RS15905, 891.7, , , , , 
B4U62_RS15910, 716.3, , , , , 
B4U62_RS15915, 1266.0, , , , , 
B4U62_RS15920, 1365.3, , , , , 
B4U62_RS15925, 260.0, , , , , 
B4U62_RS15930, 966.0, , , , , 
B4U62_RS15935, 1008.3, , , , , 
B4U62_RS15940, 1096.7, , , , , 
B4U62_RS15945, 1449.7, , , , , 
B4U62_RS15950, 728.3, , , , , 
B4U62_RS15955, 594.7, , , , , 
B4U62_RS15960, 409.0, , , , , 
B4U62_RS15965, 1473.0, 800:1:0.0581395, , , , 
B4U62_RS15970, 177.7, , , , , 
B4U62_RS15975, 462.3, , , , , 
B4U62_RS15980, 1115.0, , , , , 
B4U62_RS15990, 1454.0, , , , , 
B4U62_RS15995, 561.3, , , , , 
B4U62_RS16000, 531.7, , , , , 
B4U62_RS16005, 902.0, , , , , 
B4U62_RS16010, 576.3, , , , , 
B4U62_RS16015, 708.3, 800:1:0, , , , 
B4U62_RS16020, 902.0, 700:3:0.371622, , , , 
B4U62_RS16025, 963.0, , , , , 
B4U62_RS16030, 287.3, , , , , 
B4U62_RS16035, 391.0, , , , , 
B4U62_RS16040, 447.3, , , , , 
B4U62_RS16045, 1130.3, , , , , 
B4U62_RS16050, 2367.3, , , , , 
B4U62_RS16055, 497.3, , , , , 
B4U62_RS16060, 644.7, , , , , 
B4U62_RS16065, 298.7, , , , , 
B4U62_RS16070, 353.0, , , , , 
B4U62_RS16075, 941.3, 400:1:0.0810811, , 600:1:0.0416667;600:1:0.0555556, , 
B4U62_RS16080, 301.0, , , , , 
B4U62_RS16085, 1423.7, , , , , 
B4U62_RS16090, 712.0, , , , , 
B4U62_RS16095, 608.3, , , , , 
B4U62_RS16100, 326.3, , , , , 
B4U62_RS16105, 730.7, , , , , 
B4U62_RS16110, 1730.7, , , , , 
B4U62_RS16115, 783.0, , , , , 
B4U62_RS16120, 741.3, , , , , 
B4U62_RS16125, 541.3, , , , , 
B4U62_RS16130, 759.3, , , , , 
B4U62_RS16135, 1199.7, , , , , 
B4U62_RS16140, 974.3, , 400:3:0.0833333;400:3:0.133333;400:3:0.0810811, , , 
B4U62_RS16145, 930.3, , , , , 
B4U62_RS16150, 659.3, , , , , 
B4U62_RS16155, 273.0, , , , , 
B4U62_RS16160, 636.7, , , , , 
B4U62_RS16165, 1404.7, , , , , 
B4U62_RS16170, 1078.0, , , , , 
B4U62_RS16175, 1281.0, , , , , 
B4U62_RS16180, 209.0, , , , , 
B4U62_RS16185, 558.0, , , , , 
B4U62_RS16190, 1013.7, , , , , 
B4U62_RS16195, 405.7, , , , , 
B4U62_RS16200, 876.7, , , , , 
B4U62_RS16205, 875.0, , , 600:1:0.0322581, , 
B4U62_RS16210, 1947.3, , , , , 
B4U62_RS16215, 1190.3, , , , , 
B4U62_RS16220, 795.7, , , , , 
B4U62_RS16225, 685.3, , , , , 
B4U62_RS16230, 1005.3, , , , , 
B4U62_RS16235, 793.7, , , , , 
B4U62_RS16240, 560.0, , , , , 
B4U62_RS16245, 920.0, , , , , 
B4U62_RS16250, 1058.0, , , , , 
B4U62_RS16255, 710.7, , , , , 
B4U62_RS16260, 806.0, , , , , 
B4U62_RS16265, 896.0, , , , , 
B4U62_RS16270, 1044.3, , , 300:3:0.146789, , 
B4U62_RS16275, 705.7, , , , , 
B4U62_RS16280, 630.0, , , , , 
B4U62_RS16285, 1045.0, , , , , 
B4U62_RS16290, 352.0, , , , , 
B4U62_RS16295, 2014.7, 400:1:0.0227273, , , , 
B4U62_RS16300, 365.3, , , , , 
B4U62_RS16305, 715.7, , , , , 
B4U62_RS16310, 1059.3, , , , , 
B4U62_RS16315, 679.7, , , , , 
B4U62_RS16320, 1552.7, , , , , 
B4U62_RS16325, 683.3, , , , , 
B4U62_RS16330, 816.7, , , , , 
B4U62_RS16335, 634.0, , , , , 
B4U62_RS16340, 1051.7, , , 300:1:0, , 
B4U62_RS16345, 550.7, , , , , 
B4U62_RS16350, 812.0, , , , , 
B4U62_RS16355, 785.3, , , , , 
B4U62_RS16360, 680.3, , , , , 
B4U62_RS16365, 338.0, , , , , 
B4U62_RS16370, 316.3, , , , , 
B4U62_RS16375, 823.3, , , , , 
B4U62_RS16380, 453.3, , , , , 
B4U62_RS16385, 880.3, , , , , 
B4U62_RS16390, 664.0, , , , , 
B4U62_RS16395, 400.3, , , , , 
B4U62_RS16400, 1218.3, , , , , 
B4U62_RS16405, 1602.0, , , , , 
B4U62_RS16410, 1051.7, , , , , 
B4U62_RS16415, 1322.0, , , , , 
B4U62_RS16420, 247.7, , , , , 
B4U62_RS16425, 704.7, , , , , 
B4U62_RS16430, 840.0, , , , , 
B4U62_RS16435, 619.7, , , , , 
B4U62_RS16440, 603.7, , , , , 
B4U62_RS16445, 474.7, , , , , 
B4U62_RS16450, 430.7, , , , , 
B4U62_RS16455, 452.7, , , , , 
B4U62_RS16460, 139.3, , , , , 
B4U62_RS16465, 449.0, , , , , 
B4U62_RS16470, 483.3, , , , , 
B4U62_RS16475, 204.3, , , , , 
B4U62_RS16480, 545.0, , , , , 
B4U62_RS16485, 296.7, , , , , 
B4U62_RS16490, 1116.0, , , , , 
B4U62_RS16495, 847.3, , , , , 
B4U62_RS16500, 182.3, , , , , 
B4U62_RS16505, 717.7, , , , , 
B4U62_RS16510, 1028.3, , , , , 
B4U62_RS16515, 609.0, , , , , 
B4U62_RS16520, 803.3, , , , , 
B4U62_RS16525, 180.7, , , , , 
B4U62_RS16530, 869.0, , , , , 
B4U62_RS16535, 1244.3, , , , , 
B4U62_RS16540, 681.0, , , , , 
B4U62_RS16545, 646.3, , , , , 
B4U62_RS16550, 1363.0, , , , , 
B4U62_RS16555, 1177.0, , , , , 
B4U62_RS16560, 156.0, , , , , 
B4U62_RS16565, 610.0, , , , , 
B4U62_RS16570, 748.0, , , , , 
B4U62_RS16575, 1063.0, , , , , 
B4U62_RS16580, 727.3, , , , , 
B4U62_RS16585, 955.0, , , , , 
B4U62_RS16590, 348.7, , , , , 
B4U62_RS16595, 855.0, , , , , 
B4U62_RS16600, 994.7, , , , , 
B4U62_RS16605, 937.3, , , , , 
B4U62_RS16610, 439.3, , , , , 
B4U62_RS16615, 1884.0, , , , , 
B4U62_RS16620, 1128.3, 400:1:0.0178571, , , , 
B4U62_RS16625, 817.3, , , , , 
B4U62_RS16630, 902.3, , , , , 
B4U62_RS16635, 1593.3, , , , , 
B4U62_RS16640, 97.0, , , , , 
B4U62_RS16645, 103.0, , , , , 
B4U62_RS16650, 89.0, , , , , 
B4U62_RS16655, 88.0, , , , , 
B4U62_RS16660, 89.0, , , , , 
B4U62_RS16665, 86.0, , , , , 
B4U62_RS16670, 91.0, , , , , 
B4U62_RS16675, 90.0, , , , , 
B4U62_RS16680, 82.0, , , , , 
B4U62_RS16685, 100.0, , , , , 
B4U62_RS16690, 96.0, , , , , 
B4U62_RS16695, 82.0, , , , , 
B4U62_RS16700, 88.0, , , , , 
B4U62_RS16705, 86.0, , , , , 
B4U62_RS16710, 83.0, , , , , 
B4U62_RS16715, 99.0, , , , , 
B4U62_RS16720, 84.0, , , , , 
B4U62_RS16725, 103.0, , , , , 
B4U62_RS16730, 99.0, 400:3:0.0736196, , , , 
B4U62_RS16735, 108.0, , , , , 
B4U62_RS16740, 98.0, , , , , 
B4U62_RS16745, 167.0, , , , , 
B4U62_RS16750, 3034.0, , , , , 
B4U62_RS16755, 1655.0, , , , , 
B4U62_RS16760, 538.7, , , , , 
B4U62_RS16765, 426.7, , , , , 
B4U62_RS16770, 1249.3, , , , , 
B4U62_RS16775, 527.0, , , , , 
B4U62_RS16780, 459.7, , , , , 
B4U62_RS16785, 544.3, , , , , 
B4U62_RS16790, 985.3, , , , , 
B4U62_RS16795, 1270.3, , , , , 
B4U62_RS16800, 533.3, , , , , 
B4U62_RS16805, 517.3, , , , , 
B4U62_RS16810, 625.7, , , , , 
B4U62_RS16815, 1020.0, , , , , 
B4U62_RS16820, 314.0, , , , , 
B4U62_RS16825, 775.7, , , , , 
B4U62_RS16830, 1348.7, , , , , 
B4U62_RS16835, 484.3, , , , , 
B4U62_RS16840, 174.0, , , , , 
B4U62_RS16845, 761.3, , , , , 
B4U62_RS16850, 1041.3, , , , , 
B4U62_RS16855, 847.7, , , , , 
B4U62_RS16860, 1027.0, , , , , 
B4U62_RS16865, 269.3, , , , , 
B4U62_RS16870, 1166.3, , , , , 
B4U62_RS16875, 676.3, , , , , 
B4U62_RS16880, 1741.0, , , 900:3:0.122449, , 
B4U62_RS16890, 1696.7, , , , , 
B4U62_RS16895, 1689.3, , , , , 
B4U62_RS16900, 1702.3, , , , , 
B4U62_RS16905, 1680.0, , , , , 
B4U62_RS16910, 637.3, , , , , 
B4U62_RS16915, 304.0, , , , , 
B4U62_RS16920, 323.3, , , , , 
B4U62_RS16925, 1415.0, , , , , 
B4U62_RS16930, 1079.7, , , , , 
B4U62_RS16935, 586.0, , , , , 
B4U62_RS16940, 258.3, , , , , 
B4U62_RS16945, 270.7, , , , , 
B4U62_RS16950, 749.7, , , , , 
B4U62_RS16955, 369.7, , , , , 
B4U62_RS16960, 364.7, , , , , 
B4U62_RS16965, 1190.0, , , , 500:1:0.0283019, 
B4U62_RS16970, 1043.0, , , , , 
B4U62_RS16975, 1034.7, , , , , 
B4U62_RS16980, 281.3, , , , , 
B4U62_RS16985, 423.3, , , , , 
B4U62_RS16990, 923.7, 400:3:0.151899;400:3:0.0810811;400:3:0.125;700:3:0.105263;700:3:0.126582, 400:3:0.117647, 400:3:0.163934, 500:1:0.0843373, 
B4U62_RS16995, 504.0, , , , , 
B4U62_RS17000, 686.0, , , , , 
B4U62_RS17005, 290.7, , , , , 
B4U62_RS17010, 906.0, , , , , 
B4U62_RS17015, 1100.7, , , , , 
B4U62_RS17020, 348.7, , , , , 
B4U62_RS17025, 558.7, , , , , 
B4U62_RS17030, 165.7, , , , , 
B4U62_RS17035, 846.0, , , , , 
B4U62_RS17040, 1567.3, , , , , 
B4U62_RS17045, 341.0, , , , , 
B4U62_RS17050, 555.0, , , , , 
B4U62_RS17055, 1326.0, , , , , 
B4U62_RS17060, 547.7, , , , , 
B4U62_RS17065, 943.3, , , , , 
B4U62_RS17070, 1257.7, , , , , 
B4U62_RS17075, 781.3, , , , , 
B4U62_RS17080, 721.0, 700:3:0.397959, , , , 
B4U62_RS17085, 1127.7, , , , , 
B4U62_RS17090, 270.7, , , , , 
B4U62_RS17095, 1953.3, , , , , 
B4U62_RS17100, 315.7, , , , , 
B4U62_RS17105, 262.7, , , , , 
B4U62_RS17110, 1106.3, , , , , 
B4U62_RS17115, 380.7, , , , , 
B4U62_RS17120, 211.3, , , , , 
B4U62_RS17125, 271.0, , , , , 
B4U62_RS17130, 317.3, , , , , 
B4U62_RS17135, 591.7, , , , , 
B4U62_RS17140, 1879.7, 600:1:0.0183486, , 600:3:0.0434783;400:3:0.0888889, 700:1:0.0136986, 
B4U62_RS17145, 137.7, , , , , 
B4U62_RS17150, 819.3, , , , , 
B4U62_RS17155, 216.7, , , , , 
B4U62_RS17160, 383.0, , , , , 
B4U62_RS17165, 1056.0, , , , , 
B4U62_RS17170, 1170.0, , , , , 
B4U62_RS17175, 538.0, , , , , 
B4U62_RS17180, 383.7, , , , , 
B4U62_RS17185, 272.3, , , , , 
B4U62_RS17190, 235.3, , , , , 
B4U62_RS17195, 992.3, , , , , 
B4U62_RS17200, 320.0, , , , , 
B4U62_RS17205, 287.3, , , , , 
B4U62_RS17210, 530.0, , , , , 
B4U62_RS17215, 636.3, , , , , 
B4U62_RS17220, 402.0, , , , , 
B4U62_RS17225, 2573.7, , , , , 
B4U62_RS17230, 3582.7, , , , , 
B4U62_RS17235, 1094.7, , , , , 
B4U62_RS17240, 257.0, , , , , 
B4U62_RS17245, 335.3, , , , , 
B4U62_RS17250, 1103.0, , , , , 
B4U62_RS17255, 957.7, , , , , 
B4U62_RS17260, 643.3, , , , , 
B4U62_RS17265, 182.3, , , , , 
B4U62_RS17270, 5611.0, , , , , 
B4U62_RS17275, 772.0, , , , , 
B4U62_RS17280, 1299.0, , , , , 
B4U62_RS17285, 963.0, , , , , 
B4U62_RS17290, 718.7, , , , , 
B4U62_RS17295, 783.7, , , , , 
B4U62_RS17300, 567.3, , , , , 
B4U62_RS17305, 458.0, , , , , 
B4U62_RS17310, 1167.0, , , , , 
B4U62_RS17315, 1302.0, , , , , 
B4U62_RS17320, 421.0, 600:3:0.39779, , 500:3:0.753333, , 
B4U62_RS17325, 625.3, , , , , 
B4U62_RS17330, 313.7, , , , , 
B4U62_RS17335, 215.3, , , , , 
B4U62_RS17340, 1058.0, , , , , 
B4U62_RS17345, 877.7, , , , , 
B4U62_RS17350, 216.3, , , , , 
B4U62_RS17355, 866.7, , , , , 
B4U62_RS17360, 527.3, , , , , 
B4U62_RS17365, 521.0, , , , , 
B4U62_RS17370, 366.3, , , , , 
B4U62_RS17375, 789.7, , , , , 
B4U62_RS17380, 1072.3, , , , , 
B4U62_RS17385, 290.0, , , , , 
B4U62_RS17390, 929.3, , , , , 
B4U62_RS17395, 360.3, , , , , 
B4U62_RS17400, 280.3, , , , , 
B4U62_RS17405, 1637.0, , , , , 
B4U62_RS17410, 735.7, , , , , 
B4U62_RS17415, 842.3, , , , , 
B4U62_RS17420, 1136.0, , , , , 
B4U62_RS17425, 902.7, , , , , 
B4U62_RS17430, 442.0, , , , , 
B4U62_RS17435, 634.0, , , , , 
B4U62_RS17440, 367.3, , , , , 
B4U62_RS17445, 316.7, , , , , 
B4U62_RS17450, 510.3, , , , , 
B4U62_RS17455, 816.0, , , , , 
B4U62_RS17460, 868.0, , , , , 
B4U62_RS17465, 675.3, 400:3:0.136364, , , , 
B4U62_RS17470, 306.3, , , , , 
B4U62_RS17475, 1129.7, , , 300:3:0.0769231;400:1:0.0583942, , 
B4U62_RS17480, 668.7, , , , , 
B4U62_RS17485, 678.0, , , , , 
B4U62_RS17490, 364.0, , , , , 
B4U62_RS17495, 1160.7, , , , , 
B4U62_RS17500, 1322.3, , , , , 
B4U62_RS17505, 1105.7, , , , , 
B4U62_RS17510, 970.0, , , , , 
B4U62_RS17515, 1166.0, , , , , 
B4U62_RS17520, 266.7, , , , , 
B4U62_RS17525, 202.7, , , , , 
B4U62_RS17530, 403.0, , , , , 
B4U62_RS17535, 1745.0, , , , , 
B4U62_RS17540, 646.7, , , , , 
B4U62_RS17545, 476.3, , , , , 
B4U62_RS17550, 879.0, , , , , 
B4U62_RS17555, 1001.0, , , , , 
B4U62_RS17560, 1069.3, , , , , 
B4U62_RS17565, 755.3, , , , , 
B4U62_RS17570, 971.7, , , , , 
B4U62_RS17575, 652.7, , , , , 
B4U62_RS17580, 675.0, , , , , 
B4U62_RS17585, 710.3, , , , , 
B4U62_RS17590, 753.3, , , , , 
B4U62_RS17595, 1086.7, , , , , 
B4U62_RS17600, 878.7, , , , , 
B4U62_RS17605, 396.7, , , , , 
B4U62_RS17610, 971.0, , , , , 
B4U62_RS17615, 176.3, , , , , 
B4U62_RS17620, 222.0, , , , , 
B4U62_RS17625, 407.7, , , , , 
B4U62_RS17630, 323.3, , , , , 
B4U62_RS17635, 1134.0, , , , , 
B4U62_RS17640, 354.0, , , , , 
B4U62_RS17645, 957.0, , , , , 
B4U62_RS17650, 1062.3, , , , , 
B4U62_RS17655, 664.7, , , , , 
B4U62_RS17660, 163.0, , , , , 
B4U62_RS17665, 176.7, , , , , 
B4U62_RS17670, 382.3, , , , , 
B4U62_RS17675, 690.0, , , , , 
B4U62_RS17680, 543.0, , , , , 
B4U62_RS17685, 905.3, , , , , 
B4U62_RS17690, 372.7, , , , , 
B4U62_RS17695, 261.0, , , , , 
B4U62_RS17700, 352.3, , , , , 
B4U62_RS17705, 238.7, , , , , 
B4U62_RS17710, 375.7, , , , , 
B4U62_RS17715, 386.3, , , , , 
B4U62_RS17720, 1438.7, , , , , 
B4U62_RS17725, 932.0, , , , , 
B4U62_RS17730, 1972.3, , , , , 
B4U62_RS17735, 189.0, , , , , 
B4U62_RS17740, 812.3, , , , , 
B4U62_RS17745, 203.3, , , , , 
B4U62_RS17750, 283.3, , , , , 
B4U62_RS17755, 469.7, , , , , 
B4U62_RS17760, 1241.3, , , , , 
B4U62_RS17765, 408.7, , , , , 
B4U62_RS17775, 773.3, , , , , 
B4U62_RS17780, 249.7, , , , , 
B4U62_RS17785, 750.3, , , , , 
B4U62_RS17790, 447.7, , , , , 
B4U62_RS17805, 746.3, , , , , 
B4U62_RS17810, 452.7, , , , , 
B4U62_RS17815, 1181.3, , , , 700:1:0.0280374, 
B4U62_RS17820, 626.3, , , , , 
B4U62_RS17825, 1061.3, , , , , 
B4U62_RS17830, 230.3, , , , , 
B4U62_RS17835, 759.0, , , , , 
B4U62_RS17840, 1162.0, , , , , 
B4U62_RS17845, 251.3, , , , , 
B4U62_RS17850, 1124.3, , , , , 
B4U62_RS17855, 821.7, , , , , 
B4U62_RS17860, 879.7, , , , , 
B4U62_RS17865, 508.0, , , , , 
B4U62_RS17870, 836.0, , , , , 
B4U62_RS17875, 605.3, , , , , 
B4U62_RS17880, 795.0, 400:1:0.0319149, , , , 
B4U62_RS17885, 575.3, , , , , 
B4U62_RS17890, 404.0, , , , , 
B4U62_RS17895, 1116.3, , , , , 
B4U62_RS17900, 481.7, , , , , 
B4U62_RS17905, 1046.7, , , , , 
B4U62_RS17910, 844.0, , , , , 
B4U62_RS17915, 835.3, , , , , 
B4U62_RS17920, 659.0, , , , , 
B4U62_RS17930, 1368.7, , , , , 
B4U62_RS17935, 655.7, , , , , 
B4U62_RS17940, 191.3, , , , , 
B4U62_RS17945, 429.7, , , , , 
B4U62_RS17950, 269.7, , , , , 
B4U62_RS17955, 1008.3, , , , , 
B4U62_RS17960, 373.3, , , , , 
B4U62_RS17965, 975.0, , , , , 
B4U62_RS17970, 532.3, , , , , 
B4U62_RS17975, 1026.0, , , , , 
B4U62_RS17980, 664.0, , , , , 
B4U62_RS17985, 816.7, , , , , 
B4U62_RS17990, 1020.7, 400:1:0.0535714, 400:1:0.0363636;500:1:0.0454545, 400:3:0.115385, 700:1:0.0731707;700:3:0.0963855;700:3:0.0843373, 
B4U62_RS17995, 742.7, , , , , 
B4U62_RS18000, 187.0, , , , , 
B4U62_RS18005, 1123.7, , , , , 
B4U62_RS18010, 233.0, , , , , 
B4U62_RS18015, 215.7, , , , , 
B4U62_RS18020, 438.3, , , , , 
B4U62_RS18025, 1564.3, , , , , 
B4U62_RS18030, 827.0, , , , , 
B4U62_RS18035, 619.0, , , , , 
B4U62_RS18040, 503.0, , , , , 
B4U62_RS18045, 773.0, , , , , 
B4U62_RS18050, 477.7, , , , , 
B4U62_RS18055, 1716.0, , , , , 
B4U62_RS18060, 1363.3, , , , , 
B4U62_RS18065, 1506.3, , , , , 
B4U62_RS18070, 1913.0, , , , , 
B4U62_RS18075, 582.0, , , , , 
B4U62_RS18080, 339.3, , , , , 
B4U62_RS18085, 636.0, , , , , 
B4U62_RS18090, 1777.7, , , , , 
B4U62_RS18095, 2013.7, , , , , 
B4U62_RS18100, 241.3, , , , , 
B4U62_RS18105, 347.0, , , , , 
B4U62_RS18110, 858.7, , , , , 
B4U62_RS18115, 619.0, , , , , 
B4U62_RS18120, 1595.3, 600:1:0.0833333;600:1:0.0533333;400:3:0.0666667, 400:3:0.115385, , 400:1:0, 
B4U62_RS18125, 321.0, , , , , 
B4U62_RS18130, 290.0, , , , , 
B4U62_RS18135, 552.7, , , , , 
B4U62_RS18140, 731.3, , , , , 
B4U62_RS18145, 464.0, , , , , 
B4U62_RS18150, 466.0, , , , , 
B4U62_RS18155, 1851.3, , , , , 
B4U62_RS18160, 691.3, , , , , 
B4U62_RS18165, 288.0, , , , , 
B4U62_RS18170, 655.3, , , , , 
B4U62_RS18175, 285.7, , , , , 
B4U62_RS18180, 371.3, , , , , 
B4U62_RS18185, 351.3, , , , , 
B4U62_RS18190, 343.3, , , , , 
B4U62_RS18195, 1436.0, 400:3:0.079646;800:1:0.0708661, , 400:3:0.0569106, 400:3:0.0672269;400:3:0.0683761, 
B4U62_RS18200, 560.0, , , , , 
B4U62_RS18205, 728.7, , , , , 
B4U62_RS18210, 536.0, , , , , 
B4U62_RS18215, 1000.7, , , , 700:1:0.0322581, 
B4U62_RS18220, 528.0, 400:3:0.148148;400:3:0.148148;400:3:0.240741;400:3:0.0892857;400:3:0.0714286;400:3:0.160714, 700:3:0.128571, , 400:3:0.117647;400:3:0.0597015, 
B4U62_RS18225, 487.7, , , , , 
B4U62_RS18230, 769.3, , , , , 
B4U62_RS18235, 520.3, , , , , 
B4U62_RS18240, 520.7, , , , , 
B4U62_RS18245, 316.7, , , , , 
B4U62_RS18250, 561.3, , , , , 
B4U62_RS18255, 739.7, , , , , 
B4U62_RS18260, 542.3, , , , , 
B4U62_RS18265, 994.3, , , , , 
B4U62_RS18270, 545.0, , , , , 
B4U62_RS18275, 614.7, , , , , 
B4U62_RS18280, 539.3, , , , , 
B4U62_RS18285, 646.7, , , , , 
B4U62_RS18290, 1535.0, , , , , 
B4U62_RS18295, 390.0, , , , , 
B4U62_RS18300, 1070.0, , , , , 
B4U62_RS18305, 1220.3, , , , , 
B4U62_RS18310, 639.7, , , , , 
B4U62_RS18315, 1066.7, , , , , 
B4U62_RS18320, 866.7, , , , , 
B4U62_RS18325, 909.7, 400:3:0.125, , , , 
B4U62_RS18330, 1214.7, , , , , 
B4U62_RS18335, 953.0, , , , , 
B4U62_RS18340, 887.3, , , , , 
B4U62_RS18350, 799.0, , , , , 
B4U62_RS18355, 684.3, , , , , 
B4U62_RS18360, 1185.0, , , , , 
B4U62_RS18365, 928.3, , , , , 
B4U62_RS18370, 567.3, , , , , 
B4U62_RS18375, 1152.0, , , , , 
B4U62_RS18380, 663.0, , , , , 
B4U62_RS18385, 577.3, , , , , 
B4U62_RS18395, 592.3, , , , , 
B4U62_RS18400, 825.0, , , , , 
B4U62_RS18405, 733.0, , , , , 
B4U62_RS18410, 995.3, , , , , 
B4U62_RS18415, 1092.0, , , , , 
B4U62_RS18420, 1620.7, , , , , 
B4U62_RS18425, 677.0, , , , , 
B4U62_RS18430, 1048.7, , , , , 
B4U62_RS18435, 1109.7, , 500:1:0.0294118, , , 
B4U62_RS18440, 893.7, , , , , 
B4U62_RS18445, 678.3, 800:1:0.0133333, , , , 
B4U62_RS18450, 1366.3, , 400:1:0.0227273, , , 
B4U62_RS18455, 1113.0, , , , , 
B4U62_RS18460, 175.0, , , , , 
B4U62_RS18465, 759.7, , , , , 
B4U62_RS18470, 907.0, , , , , 
B4U62_RS18475, 503.7, , , , , 
B4U62_RS18480, 474.3, , , , , 
B4U62_RS18485, 1206.7, , , , , 
B4U62_RS18490, 805.7, , , , , 
B4U62_RS18495, 849.0, , , , , 
B4U62_RS18500, 831.0, , , , , 
B4U62_RS18505, 884.3, , , , , 
B4U62_RS18510, 893.7, , , , , 
B4U62_RS18515, 646.3, , , , , 
B4U62_RS18520, 897.3, , , , , 
B4U62_RS18525, 1538.0, , , , , 
B4U62_RS18530, 546.3, , , , , 
B4U62_RS18535, 658.0, , , , , 
B4U62_RS18540, 462.3, , , , , 
B4U62_RS18545, 1207.3, , , , , 
B4U62_RS18550, 148.7, , , , , 
B4U62_RS18555, 412.3, , , , , 
B4U62_RS18560, 380.0, , , , , 
B4U62_RS18570, 553.7, , , , , 
B4U62_RS18575, 1162.0, , , , , 
B4U62_RS18580, 1221.3, , , , , 
B4U62_RS18585, 1305.3, , , , , 
B4U62_RS18590, 1289.7, , , , , 
B4U62_RS18595, 536.7, , , , , 
B4U62_RS18600, 337.3, , , , , 
B4U62_RS18605, 241.3, , , , , 
B4U62_RS18610, 504.7, , , , , 
B4U62_RS18615, 1172.0, , , , , 
B4U62_RS18620, 838.3, , , , , 
B4U62_RS18625, 177.0, , , , , 
B4U62_RS18630, 560.3, , , , , 
B4U62_RS18635, 544.7, , , , , 
B4U62_RS18640, 1309.3, , , , , 
B4U62_RS18645, 1786.3, , , , , 
B4U62_RS18650, 697.0, , , , , 
B4U62_RS18655, 665.3, , , , , 
B4U62_RS18660, 1094.0, , , , , 
B4U62_RS18665, 1098.3, , , , , 
B4U62_RS18670, 1494.3, , , , , 
B4U62_RS18675, 857.3, , , , , 
B4U62_RS18680, 553.7, , , , , 
B4U62_RS18685, 270.3, , , , , 
B4U62_RS18690, 1293.0, 400:1:0.0292683, , , , 
B4U62_RS18695, 572.7, 400:1:0.0230769, , , , 
B4U62_RS18700, 857.3, , , , , 
B4U62_RS18705, 1569.3, , , , , 
B4U62_RS18710, 671.7, , , , , 
B4U62_RS18715, 843.3, , , , , 
B4U62_RS18720, 660.3, , , , , 
B4U62_RS18725, 214.0, 600:1:0.0252101, , , , 
B4U62_RS18730, 605.7, , , , , 
B4U62_RS18735, 228.3, , 500:1:0.028777, , , 
B4U62_RS18740, 777.3, , , , , 
B4U62_RS18745, 758.7, , , , , 
B4U62_RS18750, 724.0, , , , , 
B4U62_RS18755, 470.3, , , , , 
B4U62_RS18760, 864.3, , , , , 
B4U62_RS18765, 1240.3, , , , , 
B4U62_RS18770, 1249.7, , , , , 
B4U62_RS18775, 1508.7, , , , , 
B4U62_RS18785, 1535.0, , , , , 
B4U62_RS18790, 677.0, , , , , 
B4U62_RS18795, 498.7, , , , , 
B4U62_RS18800, 595.7, , , , , 
B4U62_RS18805, 579.7, , , , , 
B4U62_RS18810, 502.7, 500:1:0, , , , 
B4U62_RS18815, 467.7, , , , , 
B4U62_RS18820, 1004.0, , , , , 
B4U62_RS18825, 500.3, , , , , 
B4U62_RS18830, 1011.7, , , , , 
B4U62_RS18835, 687.7, , , , , 
B4U62_RS18840, 622.7, , , , , 
B4U62_RS18845, 416.7, , , , , 
B4U62_RS18850, 521.7, , , , , 
B4U62_RS18855, 770.7, , , , , 
B4U62_RS18860, 650.0, , , , , 
