Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:600, DP:600, AC:700, DP:700
2428667, FFI16_RS11185, G->T, missense, -0.575025782076, 0.3808, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 64.0, 0.0, 39.0, 2.0, 76.0, 5.0, 26.0, 1.0, 84.0, 16.0, 106.0
2428674, FFI16_RS11185, C->A, missense, 0.383996697485, 0.3079, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 0.0, 36.0, 1.0, 74.0, 5.0, 27.0, 9.0, 84.0, 12.0, 108.0
2455088, FFI16_RS11305, C->A, noncoding, 0.240516157891, 0.2905, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 142.0, 0.0, 51.0, 2.0, 137.0, 27.0, 124.0, 9.0, 92.0, 23.0, 133.0
2455098, FFI16_RS11305, C->G, noncoding, 0.162189093628, 0.378, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 136.0, 0.0, 53.0, 4.0, 131.0, 24.0, 121.0, 9.0, 81.0, 20.0, 126.0
2455101, FFI16_RS11305, C->G, noncoding, 0.155550529055, 0.3323, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 135.0, 0.0, 51.0, 2.0, 131.0, 32.0, 120.0, 10.0, 80.0, 23.0, 124.0
2455106, FFI16_RS11305, C->G, noncoding, 0.278669909355, 0.2113, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 136.0, 0.0, 51.0, 8.0, 132.0, 30.0, 120.0, 11.0, 80.0, 33.0, 128.0
2455108, FFI16_RS11305, T->G, noncoding, 0.344383598265, 0.1907, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 137.0, 0.0, 50.0, 4.0, 130.0, 16.0, 120.0, 17.0, 82.0, 14.0, 129.0
2455113, FFI16_RS11305, A->T, noncoding, 0.0973099865518, 0.3778, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 133.0, 0.0, 50.0, 6.0, 128.0, 24.0, 115.0, 9.0, 82.0, 17.0, 129.0
2455117, FFI16_RS11305, C->G, noncoding, 0.148025448178, 0.2974, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 132.0, 0.0, 50.0, 6.0, 134.0, 21.0, 121.0, 7.0, 83.0, 9.0, 130.0
2459050, FFI16_RS11335, A->C, missense, -3.88177498317, 0.3937, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 145.0, 0.0, 41.0, 2.0, 125.0, 3.0, 82.0, 2.0, 100.0, 3.0, 99.0
2459051, FFI16_RS11335, T->G, missense, -2.84458106644, 0.3757, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 146.0, 0.0, 42.0, 0.0, 125.0, 0.0, 82.0, 2.0, 98.0, 3.0, 99.0
2463820, FFI16_RS11360, T->G, missense, -5.20727554387, 0.4013, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 116.0, 0.0, 45.0, 0.0, 113.0, 0.0, 129.0, 3.0, 103.0, 2.0, 148.0
2464066, FFI16_RS11360, T->G, missense, 0.168961766974, 0.2444, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 111.0, 0.0, 39.0, 2.0, 123.0, 2.0, 101.0, 6.0, 111.0, 8.0, 146.0
2464488, FFI16_RS11360, T->G, missense, -3.2629073093, 0.4119, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 140.0, 0.0, 43.0, 0.0, 128.0, 0.0, 92.0, 5.0, 89.0, 2.0, 106.0
2466476, FFI16_RS11375, T->G, synonymous, 0.0623553353447, 0.307, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 141.0, 0.0, 49.0, 3.0, 113.0, 2.0, 88.0, 5.0, 34.0, 3.0, 56.0
2467207, intergenic, A->C, noncoding, 0.296765222307, 0.197, 7, 1, 1, 1, 1, 1, FAIL, 11.0, 120.0, 0.0, 44.0, 8.0, 94.0, 13.0, 69.0, 17.0, 55.0, 26.0, 114.0
2467222, intergenic, C->A, noncoding, 0.305213020985, 0.1699, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 123.0, 0.0, 45.0, 1.0, 98.0, 2.0, 73.0, 9.0, 55.0, 7.0, 111.0
2467281, intergenic, A->C, noncoding, 0.307636112382, 0.2027, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 99.0, 0.0, 44.0, 1.0, 101.0, 2.0, 72.0, 10.0, 59.0, 8.0, 104.0
2467293, FFI16_RS11385, A->C, noncoding, -0.450727084767, 0.3938, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 112.0, 0.0, 47.0, 2.0, 109.0, 3.0, 76.0, 11.0, 69.0, 5.0, 112.0
2483402, FFI16_RS11480, A->C, synonymous, -1.13884234745, 0.417, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 129.0, 0.0, 40.0, 0.0, 154.0, 2.0, 70.0, 9.0, 68.0, 2.0, 91.0
2487505, FFI16_RS11500, A->C, missense, -1.63170131282, 0.4194, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 130.0, 0.0, 49.0, 1.0, 127.0, 0.0, 53.0, 2.0, 60.0, 2.0, 60.0
2490326, FFI16_RS11510, G->T, noncoding, 0.257280107787, 0.2649, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 116.0, 0.0, 39.0, 2.0, 112.0, 11.0, 66.0, 5.0, 73.0, 9.0, 85.0
2502931, intergenic, A->C, noncoding, 0.581464738083, 0.1518, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 112.0, 0.0, 48.0, 1.0, 90.0, 6.0, 32.0, 6.0, 95.0, 10.0, 88.0
2502940, intergenic, A->C, noncoding, -0.38293450409, 0.366, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 93.0, 0.0, 43.0, 0.0, 90.0, 5.0, 19.0, 4.0, 82.0, 13.0, 68.0
2502948, intergenic, T->A, noncoding, 1.17927561852, 0.0389, 7, 1, 1, 1, 1, 1, PASS, 0.0, 102.0, 0.0, 43.0, 0.0, 86.0, 4.0, 25.0, 2.0, 85.0, 5.0, 68.0
2502955, intergenic, T->G, noncoding, 0.392218847608, 0.2749, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 93.0, 0.0, 38.0, 0.0, 79.0, 4.0, 22.0, 6.0, 80.0, 7.0, 59.0
2506032, FFI16_RS11585, A->C, missense, -0.434099494761, 0.3915, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 101.0, 0.0, 35.0, 3.0, 86.0, 13.0, 80.0, 1.0, 91.0, 7.0, 110.0
2506080, FFI16_RS11585, C->A, missense, -0.355546764796, 0.3865, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 109.0, 0.0, 38.0, 1.0, 78.0, 24.0, 100.0, 6.0, 104.0, 8.0, 127.0
2511316, intergenic, C->A, noncoding, 0.546872832259, 0.1702, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 74.0, 0.0, 36.0, 1.0, 105.0, 7.0, 35.0, 12.0, 70.0, 7.0, 74.0
2511333, intergenic, A->C, noncoding, 0.735671992163, 0.1817, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 74.0, 0.0, 55.0, 2.0, 111.0, 0.0, 46.0, 12.0, 75.0, 9.0, 69.0
2511337, intergenic, A->C, noncoding, 0.664001585536, 0.1234, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 73.0, 0.0, 57.0, 1.0, 109.0, 2.0, 47.0, 7.0, 77.0, 14.0, 70.0
2511340, intergenic, G->C, noncoding, 0.552452428825, 0.1182, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 73.0, 0.0, 59.0, 2.0, 111.0, 1.0, 50.0, 7.0, 78.0, 12.0, 69.0
2511345, intergenic, C->A, noncoding, 0.501669710734, 0.1297, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 75.0, 0.0, 65.0, 2.0, 112.0, 4.0, 51.0, 10.0, 83.0, 17.0, 69.0
2544784, FFI16_RS11760, G->C, missense, 0.864170598383, 0.1188, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 83.0, 0.0, 19.0, 2.0, 110.0, 4.0, 110.0, 3.0, 22.0, 5.0, 35.0
2544787, FFI16_RS11760, A->C, missense, -0.460287591154, 0.3784, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 82.0, 0.0, 18.0, 1.0, 111.0, 5.0, 110.0, 5.0, 24.0, 0.0, 35.0
2546883, FFI16_RS11770, G->T, noncoding, 0.181838187522, 0.3086, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 101.0, 0.0, 55.0, 1.0, 86.0, 9.0, 45.0, 8.0, 108.0, 8.0, 95.0
2546893, FFI16_RS11770, G->T, noncoding, 0.381116203121, 0.2541, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 89.0, 0.0, 48.0, 1.0, 80.0, 8.0, 36.0, 12.0, 106.0, 8.0, 77.0
2546894, FFI16_RS11770, A->T, noncoding, 0.112312069096, 0.2666, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 88.0, 0.0, 48.0, 1.0, 80.0, 7.0, 36.0, 5.0, 104.0, 5.0, 75.0
2546898, FFI16_RS11770, C->T, noncoding, -1.1048880734, 0.3909, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 90.0, 0.0, 49.0, 0.0, 80.0, 8.0, 34.0, 2.0, 102.0, 4.0, 73.0
2546907, FFI16_RS11770, C->G, noncoding, -1.27584920135, 0.3862, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 79.0, 0.0, 45.0, 0.0, 76.0, 7.0, 23.0, 4.0, 97.0, 2.0, 57.0
2546909, FFI16_RS11770, T->G, noncoding, 0.189722302329, 0.3439, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 80.0, 0.0, 45.0, 1.0, 75.0, 13.0, 24.0, 16.0, 98.0, 14.0, 55.0
2546913, FFI16_RS11770, C->G, noncoding, -0.525776864918, 0.369, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 78.0, 0.0, 46.0, 2.0, 75.0, 13.0, 27.0, 6.0, 98.0, 9.0, 51.0
2546915, FFI16_RS11770, T->G, noncoding, 0.658399905691, 0.1116, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 79.0, 0.0, 45.0, 1.0, 78.0, 4.0, 27.0, 18.0, 96.0, 12.0, 51.0
2546916, FFI16_RS11770, G->T, noncoding, -0.182341483432, 0.3896, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 82.0, 0.0, 46.0, 0.0, 78.0, 10.0, 27.0, 7.0, 97.0, 3.0, 51.0
2546919, FFI16_RS11770, T->G, noncoding, 1.26667134581, 0.0066, 7, 1, 1, 1, 1, 1, PASS, 0.0, 84.0, 0.0, 47.0, 0.0, 79.0, 4.0, 26.0, 5.0, 99.0, 9.0, 49.0
2546922, FFI16_RS11770, G->C, noncoding, 0.966301928969, 0.0236, 7, 1, 1, 1, 1, 1, PASS, 1.0, 84.0, 0.0, 47.0, 2.0, 79.0, 4.0, 26.0, 4.0, 99.0, 7.0, 48.0
2546924, FFI16_RS11770, A->C, noncoding, 0.616242604685, 0.138, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 79.0, 0.0, 45.0, 1.0, 80.0, 9.0, 25.0, 24.0, 97.0, 11.0, 46.0
2546925, FFI16_RS11770, C->G, noncoding, -0.53070080754, 0.3839, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 79.0, 0.0, 46.0, 2.0, 80.0, 9.0, 28.0, 4.0, 97.0, 6.0, 48.0
2554937, FFI16_RS11795, G->T, synonymous, -6.40123114181, 0.4133, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 122.0, 0.0, 44.0, 0.0, 118.0, 3.0, 102.0, 3.0, 110.0, 2.0, 120.0
2555210, FFI16_RS11795, A->C, synonymous, -7.23462124693, 0.401, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 117.0, 0.0, 33.0, 2.0, 113.0, 0.0, 124.0, 4.0, 111.0, 0.0, 115.0
2571579, intergenic, T->G, noncoding, -0.401452442645, 0.3814, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 41.0, 0.0, 10.0, 1.0, 37.0, 0.0, 34.0, 10.0, 38.0, 2.0, 21.0
2580148, FFI16_RS11905, G->T, missense, 0.0833164893536, 0.2992, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 115.0, 0.0, 19.0, 2.0, 99.0, 0.0, 95.0, 9.0, 65.0, 6.0, 91.0
2582398, FFI16_RS11915, T->G, missense, -4.23969319365, 0.3991, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 163.0, 1.0, 54.0, 2.0, 126.0, 0.0, 136.0, 2.0, 139.0, 2.0, 155.0
2599951, FFI16_RS12005, A->C, synonymous, -0.395447964062, 0.3843, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 126.0, 0.0, 31.0, 1.0, 93.0, 1.0, 183.0, 5.0, 21.0, 3.0, 60.0
2615110, FFI16_RS12055, T->G, synonymous, -0.134822845572, 0.383, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 147.0, 0.0, 49.0, 6.0, 98.0, 22.0, 111.0, 5.0, 94.0, 9.0, 116.0
2615649, intergenic, A->T, noncoding, -0.118069485709, 0.3699, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 22.0, 9.0, 18.0, 5.0, 32.0, 0.0, 25.0, 0.0, 21.0, 2.0, 29.0
2619534, FFI16_RS12075, G->T, missense, 0.544387292138, 0.176, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 93.0, 0.0, 34.0, 1.0, 84.0, 1.0, 86.0, 12.0, 59.0, 11.0, 76.0
2622681, FFI16_RS12095, A->C, noncoding, -0.000381354966932, 0.3772, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 78.0, 0.0, 35.0, 3.0, 91.0, 2.0, 44.0, 6.0, 86.0, 19.0, 108.0
2631629, FFI16_RS12140, A->C, missense, 0.154461445943, 0.1942, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 103.0, 0.0, 40.0, 2.0, 105.0, 1.0, 82.0, 9.0, 65.0, 4.0, 89.0
2639045, FFI16_RS12175, C->A, missense, -2.97527428203, 0.4265, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 149.0, 0.0, 38.0, 1.0, 133.0, 1.0, 170.0, 3.0, 135.0, 2.0, 165.0
2640769, FFI16_RS12185, T->G, missense, 0.424216655013, 0.14, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 147.0, 0.0, 46.0, 1.0, 94.0, 0.0, 110.0, 2.0, 119.0, 4.0, 118.0
2658072, FFI16_RS12235, C->G, noncoding, -0.140192672325, 0.3914, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 50.0, 0.0, 32.0, 0.0, 73.0, 3.0, 12.0, 2.0, 67.0, 3.0, 65.0
2667812, intergenic, G->T, noncoding, -0.350670074498, 0.4212, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 66.0, 0.0, 35.0, 0.0, 63.0, 0.0, 33.0, 10.0, 66.0, 2.0, 68.0
2667815, intergenic, C->A, noncoding, -0.524281642071, 0.3823, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 66.0, 1.0, 33.0, 0.0, 63.0, 1.0, 32.0, 11.0, 66.0, 4.0, 66.0
2671340, intergenic, G->T, noncoding, 0.718576451449, 0.1216, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 48.0, 0.0, 20.0, 0.0, 50.0, 2.0, 13.0, 5.0, 44.0, 4.0, 48.0
2671345, intergenic, A->C, noncoding, 0.653634262586, 0.1379, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 45.0, 0.0, 17.0, 0.0, 47.0, 2.0, 13.0, 3.0, 45.0, 5.0, 47.0
2671353, intergenic, G->T, noncoding, 0.797945610106, 0.1229, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 48.0, 0.0, 16.0, 0.0, 47.0, 2.0, 13.0, 4.0, 50.0, 10.0, 45.0
2686440, FFI16_RS12355, G->T, missense, -0.323159474972, 0.3823, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 141.0, 1.0, 61.0, 0.0, 143.0, 23.0, 120.0, 6.0, 111.0, 16.0, 150.0
2686485, FFI16_RS12355, A->T, missense, -0.379136613895, 0.3712, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 136.0, 0.0, 62.0, 1.0, 156.0, 22.0, 105.0, 5.0, 117.0, 20.0, 154.0
2686498, FFI16_RS12355, A->C, missense, 0.0297233677076, 0.3639, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 135.0, 0.0, 60.0, 7.0, 158.0, 26.0, 109.0, 14.0, 127.0, 22.0, 159.0
2693101, FFI16_RS12385, G->C, missense, -0.517079134959, 0.3781, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 134.0, 0.0, 42.0, 3.0, 151.0, 24.0, 142.0, 3.0, 110.0, 9.0, 162.0
2704591, FFI16_RS12400, A->T, synonymous, 0.13078201029, 0.2537, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 167.0, 0.0, 42.0, 1.0, 128.0, 2.0, 163.0, 13.0, 97.0, 4.0, 102.0
2704594, FFI16_RS12400, C->A, synonymous, 0.819064139692, 0.1407, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 163.0, 0.0, 41.0, 0.0, 129.0, 4.0, 166.0, 14.0, 97.0, 9.0, 101.0
2704597, FFI16_RS12400, G->T, synonymous, 0.532717688375, 0.1641, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 153.0, 0.0, 39.0, 2.0, 126.0, 6.0, 164.0, 17.0, 95.0, 10.0, 95.0
2704599, FFI16_RS12400, G->T, missense, 0.801050793394, 0.1582, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 152.0, 0.0, 39.0, 0.0, 126.0, 4.0, 164.0, 13.0, 93.0, 8.0, 94.0
2704602, FFI16_RS12400, C->G, missense, 0.406391699838, 0.1768, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 149.0, 0.0, 40.0, 1.0, 124.0, 2.0, 163.0, 14.0, 90.0, 6.0, 92.0
2704604, FFI16_RS12400, C->G, synonymous, 0.774220394836, 0.1528, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 150.0, 0.0, 40.0, 1.0, 121.0, 3.0, 162.0, 14.0, 84.0, 10.0, 95.0
2704605, FFI16_RS12400, G->T, missense, 0.658746151769, 0.1569, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 150.0, 0.0, 40.0, 2.0, 121.0, 4.0, 162.0, 14.0, 84.0, 10.0, 95.0
2708385, FFI16_RS12405, T->G, synonymous, -0.0397371105224, 0.3536, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 110.0, 0.0, 28.0, 6.0, 105.0, 26.0, 100.0, 18.0, 156.0, 26.0, 144.0
2708396, FFI16_RS12405, A->C, synonymous, -0.0428949267119, 0.3777, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 107.0, 0.0, 27.0, 4.0, 103.0, 29.0, 105.0, 21.0, 164.0, 33.0, 149.0
2708421, FFI16_RS12405, T->A, synonymous, -0.255080978685, 0.3782, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 116.0, 0.0, 34.0, 3.0, 109.0, 25.0, 117.0, 10.0, 166.0, 13.0, 162.0
2708851, FFI16_RS12405, G->C, missense, -0.176183638436, 0.3819, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 90.0, 0.0, 35.0, 2.0, 91.0, 12.0, 66.0, 6.0, 142.0, 4.0, 94.0
2708853, FFI16_RS12405, A->C, missense, 0.129055212112, 0.3471, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 88.0, 0.0, 36.0, 4.0, 92.0, 17.0, 66.0, 26.0, 143.0, 20.0, 95.0
2708858, FFI16_RS12405, T->A, nonsense, -0.30294152974, 0.3915, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 93.0, 0.0, 36.0, 2.0, 96.0, 15.0, 73.0, 7.0, 154.0, 9.0, 100.0
2708864, FFI16_RS12405, G->C, missense, -0.242033420207, 0.3602, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 88.0, 0.0, 38.0, 3.0, 93.0, 17.0, 73.0, 9.0, 150.0, 18.0, 100.0
2734352, FFI16_RS12485, A->C, missense, -1.82320202539, 0.4322, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 119.0, 0.0, 49.0, 1.0, 125.0, 0.0, 105.0, 3.0, 77.0, 2.0, 110.0
2736321, FFI16_RS12495, T->G, missense, 0.408185345614, 0.2168, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 150.0, 0.0, 51.0, 1.0, 100.0, 9.0, 54.0, 4.0, 45.0, 3.0, 47.0
2744633, FFI16_RS12520, G->T, missense, 0.555418968591, 0.1694, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 106.0, 0.0, 27.0, 0.0, 66.0, 2.0, 69.0, 11.0, 61.0, 5.0, 71.0
2745093, intergenic, T->G, noncoding, -0.151719016807, 0.3964, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 86.0, 0.0, 46.0, 1.0, 69.0, 5.0, 35.0, 3.0, 84.0, 2.0, 68.0
2751362, FFI16_RS12530, G->C, missense, 0.192252070858, 0.2495, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 153.0, 0.0, 51.0, 1.0, 129.0, 4.0, 133.0, 27.0, 168.0, 11.0, 175.0
2751365, FFI16_RS12530, T->G, missense, 0.0633452290621, 0.3044, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 152.0, 0.0, 52.0, 1.0, 129.0, 5.0, 128.0, 31.0, 161.0, 9.0, 170.0
2751374, FFI16_RS12530, T->G, missense, 0.428486554452, 0.2234, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 156.0, 0.0, 54.0, 1.0, 133.0, 11.0, 129.0, 30.0, 166.0, 18.0, 170.0
2751386, FFI16_RS12530, T->G, missense, 0.05364621707, 0.3906, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 161.0, 0.0, 53.0, 2.0, 133.0, 9.0, 124.0, 29.0, 145.0, 15.0, 174.0
2767618, FFI16_RS12605, A->C, noncoding, 0.563242135031, 0.1372, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 124.0, 0.0, 40.0, 1.0, 123.0, 2.0, 54.0, 4.0, 65.0, 8.0, 57.0
2770858, intergenic, C->A, noncoding, 0.9305309489, 0.1599, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 139.0, 0.0, 64.0, 0.0, 122.0, 2.0, 52.0, 7.0, 45.0, 4.0, 47.0
2770859, intergenic, G->T, noncoding, 1.26827169307, 0.1243, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 139.0, 0.0, 64.0, 0.0, 122.0, 3.0, 53.0, 6.0, 45.0, 2.0, 47.0
2773315, intergenic, G->T, noncoding, 0.327928681221, 0.1461, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 193.0, 0.0, 85.0, 4.0, 180.0, 9.0, 34.0, 4.0, 70.0, 4.0, 70.0
2773330, intergenic, G->T, noncoding, 1.24416757163, 0.1126, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 199.0, 0.0, 87.0, 2.0, 168.0, 5.0, 35.0, 5.0, 65.0, 1.0, 71.0
2773334, intergenic, G->T, noncoding, 0.713069451892, 0.1313, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 210.0, 0.0, 89.0, 3.0, 174.0, 8.0, 37.0, 8.0, 68.0, 5.0, 75.0
2773375, intergenic, G->T, noncoding, 0.727904973714, 0.122, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 201.0, 0.0, 88.0, 3.0, 159.0, 5.0, 30.0, 4.0, 61.0, 2.0, 60.0
2773382, intergenic, G->T, noncoding, 1.03463533342, 0.1031, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 208.0, 0.0, 92.0, 2.0, 161.0, 7.0, 30.0, 1.0, 63.0, 5.0, 63.0
2793551, FFI16_RS12715, G->T, missense, 0.993976737718, 0.1378, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 110.0, 0.0, 43.0, 0.0, 129.0, 2.0, 109.0, 13.0, 79.0, 10.0, 81.0
2793555, FFI16_RS12715, C->A, synonymous, -0.591222905778, 0.3903, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 108.0, 0.0, 43.0, 1.0, 130.0, 3.0, 104.0, 12.0, 77.0, 3.0, 81.0
2793570, FFI16_RS12715, C->A, missense, 0.0936075180926, 0.2416, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 130.0, 1.0, 48.0, 1.0, 140.0, 5.0, 122.0, 21.0, 103.0, 6.0, 100.0
2803377, FFI16_RS12760, A->T, missense, 0.959862919049, 0.0873, 7, 1, 1, 1, 1, 1, PASS, 0.0, 135.0, 0.0, 49.0, 0.0, 95.0, 5.0, 107.0, 7.0, 50.0, 4.0, 78.0
2803394, FFI16_RS12760, C->G, missense, 0.679740779033, 0.1234, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 132.0, 0.0, 46.0, 0.0, 93.0, 2.0, 114.0, 6.0, 39.0, 4.0, 75.0
2803395, FFI16_RS12760, C->A, missense, 1.07345740615, 0.0768, 7, 1, 1, 1, 1, 1, PASS, 1.0, 132.0, 0.0, 46.0, 0.0, 94.0, 2.0, 114.0, 6.0, 39.0, 5.0, 73.0
2803571, FFI16_RS12760, C->A, synonymous, -0.0434752720562, 0.3795, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 109.0, 2.0, 46.0, 5.0, 64.0, 18.0, 88.0, 4.0, 56.0, 9.0, 73.0
2804881, FFI16_RS12765, A->C, missense, -1.09247727931, 0.3999, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 120.0, 0.0, 35.0, 1.0, 100.0, 0.0, 53.0, 3.0, 92.0, 5.0, 37.0
2828443, intergenic, G->T, noncoding, 0.018179885782, 0.3828, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 75.0, 1.0, 36.0, 0.0, 80.0, 2.0, 36.0, 14.0, 68.0, 9.0, 82.0
2828485, intergenic, C->A, noncoding, 0.781263912639, 0.1551, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 49.0, 0.0, 26.0, 0.0, 68.0, 2.0, 28.0, 6.0, 30.0, 8.0, 42.0
2850025, FFI16_RS12965, C->A, synonymous, -0.596564127469, 0.3904, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 116.0, 0.0, 53.0, 11.0, 142.0, 14.0, 72.0, 4.0, 90.0, 5.0, 107.0
2850061, FFI16_RS12965, C->A, missense, -0.533519205654, 0.3855, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 126.0, 0.0, 56.0, 3.0, 138.0, 15.0, 91.0, 2.0, 89.0, 2.0, 92.0
2852839, FFI16_RS12965, T->G, missense, -0.100350078051, 0.4, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 94.0, 0.0, 46.0, 3.0, 102.0, 1.0, 71.0, 11.0, 74.0, 5.0, 87.0
2865407, FFI16_RS13020, T->G, missense, -0.987978414205, 0.3975, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 91.0, 1.0, 39.0, 2.0, 167.0, 11.0, 65.0, 1.0, 75.0, 2.0, 82.0
2869871, FFI16_RS13025, G->T, missense, -0.905438965702, 0.3977, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 139.0, 1.0, 48.0, 1.0, 146.0, 1.0, 97.0, 2.0, 91.0, 2.0, 125.0
2886043, FFI16_RS13070, A->C, synonymous, -5.46957035121, 0.4275, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 147.0, 0.0, 43.0, 2.0, 128.0, 1.0, 89.0, 2.0, 85.0, 0.0, 116.0
