Identifier, Size, 0P1, 0P2, 0P3, 0P4, 0P5
FFI16_RS10580, 260.0, , , , , 
FFI16_RS10585, 296.3, , 100:3:0.147059:0.339623;300:1:0.0724638:0.23913, , , 100:3:0.0948905:0.297297;200:1:0.0852713:0.305556;300:1:0.032:0.183673
FFI16_RS10595, 293.3, , , , , 
FFI16_RS10600, 336.0, , , , , 
FFI16_RS10605, 353.0, , , , , 
FFI16_RS10610, 292.7, , , , , 
FFI16_RS10615, 494.3, , , , , 
FFI16_RS10620, 360.0, , , , , 
FFI16_RS10625, 715.3, , 400:1:0:0.175, 300:1:0:0.136364, , 
FFI16_RS10630, 477.0, , , , , 
FFI16_RS10635, 464.7, , , , , 
FFI16_RS10640, 735.3, , , , , 
FFI16_RS10645, 978.3, , , , , 
FFI16_RS10650, 432.7, , 300:3:0.449704:0.704545, , , 
FFI16_RS10655, 275.3, , , , , 
FFI16_RS10660, 352.3, , , , , 
FFI16_RS10665, 552.3, , , , , 
FFI16_RS10670, 1323.3, 800:3:0.139535:0.139535, , , , 
FFI16_RS10675, 664.3, , , 500:3:0.388889:0.594595, , 
FFI16_RS10680, 228.0, , , , , 
FFI16_RS10685, 754.0, , , , , 
FFI16_RS10690, 854.3, , , , , 
FFI16_RS10695, 737.3, , , , , 
FFI16_RS10700, 801.3, , , , , 
FFI16_RS10705, 792.3, , , , , 
FFI16_RS10710, 683.7, , , , , 
FFI16_RS10715, 993.0, , , , , 
FFI16_RS10720, 634.7, , , , , 
FFI16_RS10725, 859.3, , , , 600:1:0:0.230769, 
FFI16_RS10730, 878.7, 800:3:0.129032:0.129032, , 500:1:0:0.157895;500:3:0.351852:0.4, , 
FFI16_RS10735, 757.0, , , , , 
FFI16_RS10740, 417.0, , , , 500:1:0.03125:0.142857, 500:1:0.0181818:0.227273
FFI16_RS10745, 1235.7, , , , , 
FFI16_RS10750, 452.0, , , , , 
FFI16_RS10755, 1173.3, 800:3:0.138889:0.138889, , , , 
FFI16_RS10760, 981.0, , 500:1:0.0578512:0.235294, 500:3:0.1:0.192308;300:1:0.015625:0.25, 300:1:0.037037:0.157895, 300:3:0.115385:0.186047
FFI16_RS10765, 408.3, , , , , 
FFI16_RS10770, 492.0, , , , , 
FFI16_RS10775, 684.0, , , , , 
FFI16_RS10780, 714.7, , , , , 
FFI16_RS10785, 697.7, , , , 600:3:0.04:0.115385, 
FFI16_RS10790, 382.7, , , , , 
FFI16_RS10800, 445.0, , , , , 
FFI16_RS10805, 326.3, , , , , 
FFI16_RS10815, 525.0, , , , , 
FFI16_RS10820, 1087.7, , , 100:3:0.217949:0.355556, , 500:3:0.364964:0.486726
FFI16_RS10825, 578.0, , , , , 
FFI16_RS10830, 498.0, , , , , 
FFI16_RS10835, 1802.7, , , , , 500:1:0.0373832:0.142857
FFI16_RS10840, 876.0, , , , , 
FFI16_RS10845, 1130.7, 800:3:0.125:0.125, 500:1:0.00862069:0.1875, , , 
FFI16_RS10850, 740.0, , , 300:1:0.0392157:0.136364, , 
FFI16_RS10855, 828.7, , , , , 
FFI16_RS10860, 422.3, , , , , 
FFI16_RS10865, 363.0, , , , , 200:3:0.452174:0.573333
FFI16_RS10870, 566.3, , , , , 
FFI16_RS10875, 299.7, , , , , 
FFI16_RS10880, 790.7, , , , , 
FFI16_RS10885, 333.3, , , , , 
FFI16_RS10890, 403.3, , , , , 
FFI16_RS10895, 834.7, , , , , 
FFI16_RS10900, 1233.0, , , , , 
FFI16_RS10905, 1759.3, , , 600:1:0:0.166667, , 500:3:0.0634921:0.214286
FFI16_RS10910, 875.0, , , , , 
FFI16_RS10915, 2006.0, 700:1:0.027027:0.130435, 600:3:0.447368:0.494253, , 200:3:0.186047:0.2, 700:3:0.15873:0.255319;700:3:0.0882353:0.14
FFI16_RS10920, 679.3, , , , 600:3:0.0506329:0.217391, 
FFI16_RS10925, 504.0, , , , , 
FFI16_RS10930, 461.7, , , , , 
FFI16_RS10935, 574.0, , , , , 
FFI16_RS10940, 753.3, , , , , 
FFI16_RS10945, 1772.7, 500:3:0.710526:0.825397;800:3:0.173913:0.25;400:1:0.0869565:0.25, 400:1:0.047619:0.272727;500:3:0.111111:0.625;500:1:0.028169:0.375;400:3:0.131579:0.3, 400:3:0.12:0.307692;400:3:0.115385:0.25, 400:3:0.190476:0.222222;400:1:0.047619:0.222222, 
FFI16_RS10950, 231.3, , 700:1:0.0618557:0.153846;400:1:0.0315789:0.166667, , , 500:1:0.056338:0.25
FFI16_RS10955, 2097.7, , 400:1:0.0444444:0.285714;400:1:0.0233918:0.195122, 300:1:0.0365854:0.2;500:3:0.261905:0.548387, , 
FFI16_RS10960, 1575.7, , , , , 
FFI16_RS10965, 1370.0, , , 300:1:0.0493827:0.125, , 
FFI16_RS10970, 1285.0, , , , , 
FFI16_RS10975, 747.7, , , , , 
FFI16_RS10980, 875.7, , , 500:3:0.106667:0.176471;500:3:0.357143:0.357143, , 
FFI16_RS10985, 879.7, 700:3:0.138889:0.138889, 700:3:0.0686275:0.169492;700:1:0.0625:0.15873;700:3:0.0707965:0.151515;700:3:0.045045:0.121212;400:1:0.0529412:0.170732, , , 800:3:0.137931:0.137931;800:3:0.123077:0.123077;700:3:0.121212:0.121212
FFI16_RS10990, 327.3, , , , , 
FFI16_RS10995, 440.3, , , , , 
FFI16_RS11000, 437.0, , , , , 
FFI16_RS11005, 1604.3, , , , 600:1:0.0217391:0.307692, 
FFI16_RS11015, 798.3, , , , , 
FFI16_RS11020, 419.3, , , , , 
FFI16_RS11025, 823.7, , , , , 
FFI16_RS11030, 597.3, , , , , 
FFI16_RS11035, 898.3, , , , , 
FFI16_RS11040, 561.3, , , , , 
FFI16_RS11045, 248.7, , , , , 
FFI16_RS11050, 385.3, , , , , 
FFI16_RS11055, 1834.0, , , , , 
FFI16_RS11060, 175.0, , , , , 
FFI16_RS11065, 257.3, , , , , 
FFI16_RS11070, 248.3, , , , , 
FFI16_RS11075, 413.0, , , , , 
FFI16_RS11085, 254.3, , , , 300:3:0.423913:0.806452, 
FFI16_RS11090, 1056.0, , , , , 
FFI16_RS11095, 1169.0, , , , , 
FFI16_RS11100, 919.7, , , , , 400:3:0.5:0.652174
FFI16_RS11105, 563.0, , , , , 
FFI16_RS11110, 442.7, , , , , 100:3:0.457944:0.827586
FFI16_RS11115, 246.0, , , , , 
FFI16_RS11120, 457.3, , , , , 
FFI16_RS11125, 814.7, , , , , 
FFI16_RS11130, 524.3, , , , 600:1:0.0344828:0.115385, 
FFI16_RS11135, 845.0, , , , , 
FFI16_RS11140, 949.3, , , , , 
FFI16_RS11145, 1227.7, , , , , 
FFI16_RS11150, 751.0, , , 500:3:0.426471:0.694444, , 200:1:0.057971:0.277778;100:1:0.0347222:0.285714;200:3:0.0992908:0.25
FFI16_RS11155, 716.0, , , , , 
FFI16_RS11160, 1259.3, , , , , 
FFI16_RS11165, 235.3, , , , , 
FFI16_RS11170, 578.3, , , , , 
FFI16_RS11175, 1645.3, , , , , 
FFI16_RS11180, 405.0, , , , , 
FFI16_RS11185, 564.7, , 400:3:0.0964912:0.307692;300:3:0.0877193:0.35;500:3:0.122642:0.238095;500:1:0.0377358:0.190476;500:1:0.0283019:0.2;500:1:0.036036:0.142857;500:1:0.0720721:0.285714;500:1:0.0363636:0.136364;500:1:0.0275229:0.181818;500:1:0.037037:0.181818;500:1:0.0280374:0.173913;400:1:0.0283019:0.151515;400:1:0.0363636:0.217391;500:1:0.00917431:0.136364;500:1:0:0.130435;500:1:0.0185185:0.125, , , 300:3:0.138614:0.37037;200:1:0.0686275:0.384615;400:1:0.0566038:0.185185;300:1:0.104762:0.222222;400:1:0.0480769:0.185185;500:3:0.117021:0.185185
FFI16_RS11190, 542.0, , , , , 
FFI16_RS11195, 194.3, , , , , 
FFI16_RS11200, 577.0, , , , , 
FFI16_RS11205, 1420.3, , 600:3:0.131148:0.131148, , , 
FFI16_RS11210, 1088.7, , 500:1:0.0285714:0.125, , , 
FFI16_RS11215, 608.7, , , , , 
FFI16_RS11220, 602.0, , , , , 
FFI16_RS11225, 1803.7, , , , , 
FFI16_RS11230, 1732.3, , , , , 
FFI16_RS11235, 507.7, , , , , 
FFI16_RS11240, 631.3, , , , , 
FFI16_RS11245, 2018.7, , , , , 
FFI16_RS11250, 848.3, , , , , 
FFI16_RS11255, 357.0, , 600:1:0.0197044:0.252874, , , 
FFI16_RS11260, 504.7, , , , , 
FFI16_RS11265, 384.7, , , , , 
FFI16_RS11270, 416.3, , , , , 
FFI16_RS11275, 188.0, , , , , 
FFI16_RS11280, 2275.7, 500:3:0.583333:0.73913, , , , 
FFI16_RS11285, 411.3, , , , , 
FFI16_RS11290, 944.7, , , , , 
FFI16_RS11295, 597.0, , 400:3:0.48503:0.48503, , , 
FFI16_RS11300, 380.7, , , , , 
FFI16_RS11305, 313.7, 600:3:0.276596:0.276596;400:3:0.152174:0.257143;400:3:0.1875:0.291667;400:3:0.185185:0.241379, 500:1:0.0357143:0.142857;100:3:0.175141:0.357143, 300:3:0.123457:0.228571;500:3:0.185185:0.257143, 600:1:0.0612245:0.176471;600:3:0.0980392:0.176471, 300:3:0.192547:0.287879;300:3:0.132075:0.206349;400:3:0.16129:0.21875;300:3:0.142857:0.314815;200:3:0.248175:0.301587;200:3:0.202899:0.235294;300:3:0.131034:0.246575
FFI16_RS11310, 445.7, , , , , 
FFI16_RS11315, 502.3, , , , , 
FFI16_RS11320, 558.7, , 700:3:0.0649351:0.153846, , , 100:3:0.636364:0.747368
FFI16_RS11325, 639.7, , , , , 
FFI16_RS11330, 333.3, , , , , 
FFI16_RS11335, 2159.7, , , 600:1:0.0540541:0.222222;600:1:0.0243902:0.157895, , 
FFI16_RS11340, 330.7, , , 200:3:0.119403:0.333333, , 
FFI16_RS11345, 498.7, , , , , 
FFI16_RS11350, 531.0, , , , , 
FFI16_RS11355, 378.0, , , , , 
FFI16_RS11360, 967.7, , , , , 
FFI16_RS11365, 372.3, , , , , 
FFI16_RS11370, 240.0, , , , , 
FFI16_RS11375, 594.0, , , , , 
FFI16_RS11380, 235.3, , , , , 
FFI16_RS11385, 366.3, , , , , 500:1:0.0252101:0.125;500:1:0.0629921:0.16;300:1:0.0387597:0.153846
FFI16_RS11390, 581.7, , , , , 
FFI16_RS11395, 1315.0, , , , , 300:3:0.267176:0.289855
FFI16_RS11400, 873.0, , , , 600:3:0.06:0.2;600:3:0.0851064:0.233333, 
FFI16_RS11405, 813.7, , , , , 
FFI16_RS11410, 509.3, , , , , 
FFI16_RS11415, 688.7, , , , , 500:3:0.464912:0.565574
FFI16_RS11420, 900.3, , , , , 200:3:0.232432:0.349398
FFI16_RS11425, 763.7, , , , , 
FFI16_RS11430, 525.7, , , , , 
FFI16_RS11435, 868.3, , , , , 
FFI16_RS11440, 603.0, , , , , 
FFI16_RS11445, 336.3, , , , , 
FFI16_RS11450, 369.0, , , , , 
FFI16_RS11455, 593.7, , 500:1:0.0463576:0.25, , , 500:1:0.0666667:0.166667;200:3:0.492647:0.78
FFI16_RS11460, 705.7, , 200:2:0.891304:0.987654, , , 
FFI16_RS11465, 267.3, , , , , 
FFI16_RS11470, 318.7, 800:3:0.130435:0.130435;800:3:0.142857:0.142857, , , , 
FFI16_RS11475, 248.3, , , , , 
FFI16_RS11480, 750.0, , , , , 
FFI16_RS11485, 1126.0, , , , , 
FFI16_RS11490, 875.0, , , , , 
FFI16_RS11495, 773.0, , , , , 
FFI16_RS11500, 533.0, , 300:3:0.0804598:0.148148, , , 
FFI16_RS11505, 1284.0, , , 500:3:0.208333:0.5, , 
FFI16_RS11510, 504.7, , , , 600:1:0:0.15, 
FFI16_RS11515, 512.7, , 500:1:0.0632911:0.142857, , , 
FFI16_RS11520, 379.7, , , , , 
FFI16_RS11525, 1266.3, 700:3:0.123077:0.123077, , , , 
FFI16_RS11530, 515.0, , , 600:3:0.111111:0.285714, , 
FFI16_RS11535, 641.3, , 600:1:0.0188679:0.311111, , , 
FFI16_RS11540, 1972.0, , 400:1:0:0.130435, 300:1:0.0113636:0.130435, , 
FFI16_RS11545, 812.0, , , , , 
FFI16_RS11550, 734.7, , , , , 
FFI16_RS11555, 675.0, , , , , 600:3:0.374046:0.537313
FFI16_RS11560, 932.7, , , , , 
FFI16_RS11565, 759.7, 500:1:0.0526316:0.173913, , 500:3:0.211268:0.211268, , 
FFI16_RS11570, 841.7, , , , , 
FFI16_RS11575, 775.3, , , , , 
FFI16_RS11580, 522.0, 700:3:0.388889:0.388889, , 300:1:0.0144928:0.176471, , 
FFI16_RS11585, 1088.3, 800:3:0.153846:0.153846, 400:1:0.0621469:0.173913, , , 
FFI16_RS11590, 633.3, , , , , 
FFI16_RS11595, 422.0, , , , , 
FFI16_RS11600, 1346.7, , , , , 
FFI16_RS11605, 606.3, , , , , 
FFI16_RS11610, 426.3, , , , , 
FFI16_RS11615, 727.3, , 300:3:0.399254:0.427027, , , 
FFI16_RS11620, 1171.7, , , , , 500:1:0.0137931:0.175
FFI16_RS11625, 521.3, , , , , 
FFI16_RS11630, 238.0, , , , , 
FFI16_RS11635, 1057.7, , , , , 
FFI16_RS11640, 798.3, , , 200:3:0.28866:0.4, 600:1:0.020202:0.157895;600:1:0.017094:0.157895, 
FFI16_RS11645, 758.3, , , , , 500:1:0.0197368:0.155172
FFI16_RS11650, 630.3, , , 100:3:0.652174:0.777778, , 
FFI16_RS11655, 1593.3, , , , , 
FFI16_RS11660, 688.7, , , , , 
FFI16_RS11665, 518.7, , , , , 
FFI16_RS11670, 514.3, , , , , 
FFI16_RS11675, 735.7, , , , , 
FFI16_RS11680, 458.3, , , , 600:1:0.0508475:0.157895, 
FFI16_RS11685, 758.7, , , , , 
FFI16_RS11690, 950.7, , , , , 500:3:0.121495:0.242424
FFI16_RS11695, 289.3, , 600:3:0.0298507:0.171429, , , 
FFI16_RS11700, 1115.0, , , , 700:3:0.181818:0.181818;700:3:0.159091:0.159091, 
FFI16_RS11705, 1785.0, , , , , 
FFI16_RS11710, 583.3, , , , , 
FFI16_RS11715, 1906.7, , , , , 
FFI16_RS11720, 1303.3, , , , , 
FFI16_RS11725, 771.0, , 500:1:0.00699301:0.21875, , , 600:1:0.010989:0.159091
FFI16_RS11730, 780.3, , , , , 
FFI16_RS11735, 1099.0, 800:3:0.153846:0.153846, , , 600:3:0.075:0.133333, 
FFI16_RS11740, 736.3, , , , , 
FFI16_RS11745, 339.3, , , , , 
FFI16_RS11750, 691.7, , , , , 
FFI16_RS11755, 757.0, , , , , 
FFI16_RS11760, 373.7, 700:3:0.15:0.15, 700:1:0.0327869:0.138889, , , 800:3:0.15:0.15;700:3:0.153846:0.153846
FFI16_RS11765, 605.0, , , , , 
FFI16_RS11770, 773.7, , 400:1:0.04:0.15;300:1:0.038835:0.166667;300:1:0.0618557:0.171429;100:3:0.1:0.296296;300:3:0.0989011:0.259259;400:1:0.0430108:0.142857;600:1:0.0326087:0.148148;300:3:0.0879121:0.2;300:3:0.0921053:0.222222;100:3:0.202703:0.473684;600:1:0.0789474:0.166667;100:3:0.272727:0.533333;500:1:0:0.15;300:3:0.223684:0.375;300:3:0.141026:0.210526;300:3:0.125:0.5, 400:3:0.0612245:0.25;600:1:0.0425532:0.214286;400:3:0.102041:0.166667;400:3:0.0930233:0.3;400:3:0.147059:0.428571;100:3:0.117647:0.272727;400:1:0.0833333:0.272727;200:1:0.0555556:0.272727;400:3:0.133333:0.357143;100:3:0.290323:0.428571;100:3:0.290323:0.714286;400:3:0.290323:0.333333;400:3:0.16129:0.206897;400:1:0.0625:0.333333;400:3:0.322581:0.555556;400:3:0.1875:0.3;400:1:0.0625:0.4, , 200:1:0.0714286:0.195652;700:1:0.0649351:0.148148;200:3:0.112676:0.205128;100:1:0.0869565:0.227273;100:3:0.309091:0.5;100:3:0.236364:0.5;200:3:0.218182:0.333333;400:1:0.0740741:0.181818;300:1:0.113208:0.384615;200:3:0.235294:0.454545;100:3:0.153846:0.52381;800:3:0.113208:0.153846
FFI16_RS11775, 1141.7, , , , , 
FFI16_RS11780, 697.0, , , , , 
FFI16_RS11785, 379.7, , , , , 
FFI16_RS11790, 2777.3, 800:3:0.121212:0.121212, , , , 
FFI16_RS11795, 2760.7, , , , , 
FFI16_RS11800, 645.3, , , , , 
FFI16_RS11805, 440.3, , , , , 
FFI16_RS11810, 906.3, , , , , 
FFI16_RS11815, 366.3, , , , , 
FFI16_RS11820, 1252.0, , , , , 
FFI16_RS11825, 1224.3, , , , , 
FFI16_RS11830, 874.3, 800:3:0.125:0.125, , , , 
FFI16_RS11835, 771.3, , , , , 
FFI16_RS11840, 1343.7, , , , , 
FFI16_RS11845, 594.0, , , 600:1:0.0769231:0.190476, , 600:1:0.0707965:0.155556
FFI16_RS11850, 918.0, , 400:1:0.0413223:0.190476, 700:3:0.285714:0.285714;400:1:0.0576923:0.193548, , 
FFI16_RS11855, 872.7, , , 300:1:0:0.9375, , 
FFI16_RS11860, 600.3, , 300:3:0.403509:0.439024, 500:3:0.285714:0.285714, , 
FFI16_RS11865, 882.3, , , , , 
FFI16_RS11870, 942.3, , , , , 
FFI16_RS11875, 625.3, , , 500:1:0.0142857:0.333333, , 
FFI16_RS11880, 234.7, , , , , 
FFI16_RS11885, 1205.0, , , , , 
FFI16_RS11890, 1063.0, , , , , 
FFI16_RS11895, 304.7, , , , , 
FFI16_RS11900, 256.0, , , , , 
FFI16_RS11905, 1247.7, , , , , 500:1:0.0619469:0.133333
FFI16_RS11910, 668.3, , , , , 
FFI16_RS11915, 1515.0, , , , , 
FFI16_RS11920, 875.7, , , , , 
FFI16_RS11925, 740.3, , , , , 
FFI16_RS11930, 800.3, , , , , 
FFI16_RS11935, 755.0, , , , , 
FFI16_RS11940, 981.7, , , , , 
FFI16_RS11945, 795.0, , , , , 
FFI16_RS11950, 1033.0, , , , , 
FFI16_RS11955, 801.0, , , , , 
FFI16_RS11960, 685.7, , , , 600:1:0.0172414:0.190476, 
FFI16_RS11965, 544.0, , , , , 
FFI16_RS11970, 471.0, , , , , 
FFI16_RS11975, 671.0, , , , , 
FFI16_RS11980, 752.3, , , , , 
FFI16_RS11985, 516.7, , , , , 
FFI16_RS11990, 335.3, , , , , 
FFI16_RS12000, 927.3, , , , 600:1:0.0512821:0.173913, 
FFI16_RS12005, 984.7, , 300:3:0.0810811:0.257143, , 700:3:0.166667:0.166667, 500:3:0.373016:0.676768;700:1:0.0512821:0.138889;200:3:0.105634:0.189873
FFI16_RS12010, 983.7, , , , , 
FFI16_RS12015, 406.7, , , , , 
FFI16_RS12020, 1002.7, , , , , 500:1:0.025641:0.136364
FFI16_RS12025, 823.0, , , , , 
FFI16_RS12030, 1273.0, , , , , 
FFI16_RS12035, 907.7, , , , , 
FFI16_RS12040, 2290.0, , , , , 
FFI16_RS12045, 1916.3, , , 500:3:0.354839:0.411765, , 500:3:0.529412:0.626263
FFI16_RS12050, 614.7, , , , , 
FFI16_RS12055, 748.3, , , 500:1:0.03125:0.205882, 600:1:0.05:0.210526, 300:1:0.0296296:0.194444
FFI16_RS12060, 796.7, , , , 600:1:0.0214286:0.166667, 
FFI16_RS12065, 755.0, , , , , 
FFI16_RS12070, 581.3, , 500:3:0.130435:0.228571, , , 
FFI16_RS12075, 1112.0, , , , , 
FFI16_RS12080, 465.7, , , 500:3:0.302326:0.302326, , 
FFI16_RS12085, 950.7, , , , , 
FFI16_RS12090, 353.0, , , , , 
FFI16_RS12095, 1614.7, , , , , 
FFI16_RS12100, 753.7, , , , , 
FFI16_RS12105, 343.7, , , , , 
FFI16_RS12110, 748.0, , , , , 
FFI16_RS12115, 304.7, , , , , 
FFI16_RS12120, 246.7, , , , , 
FFI16_RS12125, 1103.3, , , , , 
FFI16_RS12130, 765.7, , , , 600:1:0:0.157895, 
FFI16_RS12135, 741.0, , , 600:1:0:0.157895, , 
FFI16_RS12140, 709.3, 700:3:0.125:0.125;700:3:0.153846:0.166667, 700:1:0.0537634:0.162162;500:1:0.00934579:0.142857, , 600:1:0:0.122449;600:1:0:0.142857;600:1:0:0.184211;500:1:0.0454545:0.571429;600:1:0.05:0.571429, 
FFI16_RS12145, 1239.7, , , , 600:3:0.0769231:0.190476, 
FFI16_RS12150, 482.3, , , , , 
FFI16_RS12155, 589.0, , , , , 
FFI16_RS12160, 462.0, , , , , 
FFI16_RS12165, 954.0, , 500:1:0.0434783:0.222222;500:1:0.0184049:0.142857, , , 
FFI16_RS12170, 939.7, , , , , 
FFI16_RS12175, 1084.3, , , , , 
FFI16_RS12180, 255.7, , , , , 
FFI16_RS12185, 1745.3, , , , , 300:3:0.226667:0.338028
FFI16_RS12190, 1367.7, , , , , 
FFI16_RS12195, 273.3, , , , , 
FFI16_RS12200, 304.7, , 400:1:0.0125:0.121212, , , 
FFI16_RS12205, 1187.0, 800:3:0.131579:0.131579, 200:1:0:0.26506, , , 
FFI16_RS12210, 2444.0, , 400:1:0.0465116:0.25, 700:3:0.105263:0.133333, 600:1:0.0344828:0.173913, 800:3:0.113636:0.181818
FFI16_RS12215, 2255.3, , , , , 
FFI16_RS12220, 1026.0, , , , , 
FFI16_RS12225, 996.0, , , , , 
FFI16_RS12230, 1418.7, 500:3:0.678571:0.753623, , , , 
FFI16_RS12235, 332.3, 400:3:0.272727:0.285714;600:3:0.326923:0.326923, 300:1:0.043956:0.2;300:3:0.12987:0.5;400:3:0.177215:0.4, 700:3:0.16:0.16;400:3:0.272727:0.272727;400:3:0.227273:0.416667;700:3:0.2:0.2;400:1:0.0625:0.25, , 300:3:0.08:0.4;200:1:0.0515464:0.5
FFI16_RS12240, 1209.7, , , , , 
FFI16_RS12245, 837.3, , , , 600:3:0.0675676:0.130435, 
FFI16_RS12250, 1106.7, , , , , 
FFI16_RS12255, 700.7, , , , , 
FFI16_RS12260, 899.7, 700:3:0.0833333:0.141026, , , , 400:3:0.318182:0.567164
FFI16_RS12265, 290.7, , , , 400:3:0.394366:0.394366, 
FFI16_RS12270, 1112.0, , 500:1:0.0144928:0.12, , 600:1:0.0416667:0.166667, 
FFI16_RS12275, 720.0, , , , , 
FFI16_RS12280, 313.3, , 500:3:0.415584:0.418182, , , 
FFI16_RS12285, 1975.0, 500:3:0.115385:0.438095, , , , 400:3:0.38835:0.5
FFI16_RS12290, 630.3, , , , , 600:1:0.0253165:0.133333
FFI16_RS12295, 1346.0, , , , 600:1:0.0357143:0.2, 
FFI16_RS12300, 1050.7, , , , , 
FFI16_RS12305, 1196.7, , , , , 
FFI16_RS12310, 878.7, , , , , 
FFI16_RS12315, 776.0, , , , , 
FFI16_RS12325, 1450.0, , , , , 
FFI16_RS12330, 449.3, , , , , 
FFI16_RS12335, 306.0, , , , , 
FFI16_RS12340, 1185.7, , 600:3:0.0597015:0.277778, , , 
FFI16_RS12345, 1005.3, , , 300:1:0.0614035:0.142857, , 500:1:0.00892857:0.171429
FFI16_RS12350, 723.7, , 600:3:0.395062:0.395062;600:3:0.0505051:0.430556, 200:3:0.287671:0.375, , 
FFI16_RS12355, 598.0, , 100:3:0.0872093:0.210526, , , 
FFI16_RS12360, 685.3, , , , , 
FFI16_RS12365, 742.7, , , , , 
FFI16_RS12370, 665.3, , , , , 
FFI16_RS12375, 833.3, , , , , 
FFI16_RS12380, 1671.7, 700:3:0.166667:0.166667, 600:1:0.016129:0.25;600:1:0.0517241:0.176471;600:1:0.0517241:0.222222;600:1:0.0526316:0.388889;600:1:0.0555556:0.235294;600:1:0.0555556:0.176471;600:1:0.0566038:0.277778, 300:1:0:0.214286;600:1:0.0714286:0.333333;500:1:0:0.444444;300:1:0.025641:0.166667, 500:1:0:0.130435;700:3:0.235294:0.235294, 
FFI16_RS12385, 1653.0, , , 300:1:0.0609756:0.230769;300:1:0.0273973:0.130435, , 
FFI16_RS12390, 2263.0, , , 300:1:0.0408163:0.15, , 
FFI16_RS12395, 749.7, , , , 600:1:0:0.181818, 
FFI16_RS12400, 4879.7, 700:3:0.152542:0.152542;700:3:0.15:0.15;700:3:0.114754:0.159574;700:3:0.133333:0.147368;700:3:0.133333:0.152174;700:3:0.0833333:0.141304;700:3:0.152542:0.152542;700:3:0.101695:0.146067;700:3:0.152542:0.152542, 500:3:0.353191:0.42069;700:3:0.105882:0.138889;700:3:0.0988372:0.164384;700:3:0.0958084:0.169014;700:3:0.09375:0.173913;700:3:0.100629:0.157143;700:3:0.133333:0.176471;400:1:0:0.189189, , 600:3:0.129032:1;600:3:0.078125:0.571429;600:3:0.109375:1;600:3:0.16129:0.857143;600:3:0.133333:0.857143;600:3:0.127273:0.714286;600:3:0.145455:0.857143;600:3:0.134615:0.571429;600:3:0.192308:0.857143;600:1:0.047619:0.272727, 200:3:0.389381:0.651163
FFI16_RS12405, 4128.0, 700:3:0.130435:0.130435;700:3:0.125:0.125, 500:1:0.0229885:0.142857, 300:1:0.0641026:0.190476;400:3:0.1:0.192308;600:3:0.146067:0.211538;600:3:0.0930233:0.226415, 100:3:0.141026:0.19697;500:3:0.126437:0.1875, 200:3:0.251852:0.363636;100:3:0.173653:0.416667;100:3:0.1:0.257576
FFI16_RS12410, 1284.7, , 300:1:0.0301205:0.2, 500:1:0.0561798:0.142857, , 
FFI16_RS12415, 1278.7, , , , , 
FFI16_RS12420, 810.3, , 300:3:0.395062:0.467391, , , 
FFI16_RS12425, 765.3, , , , , 
FFI16_RS12430, 1259.3, , , , , 
FFI16_RS12435, 879.3, , , , , 
FFI16_RS12440, 857.3, , , , , 
FFI16_RS12445, 531.7, , , , , 
FFI16_RS12450, 1184.3, , , , , 
FFI16_RS12455, 573.0, , , , 500:3:0.565217:0.678571, 
FFI16_RS12460, 1026.0, , , , 600:1:0.0263158:0.230769, 
FFI16_RS12465, 1609.3, , , , , 
FFI16_RS12470, 785.0, , , , , 
FFI16_RS12475, 913.0, , , , , 
FFI16_RS12480, 1030.0, , , , , 
FFI16_RS12485, 2406.0, , , , , 
FFI16_RS12490, 1061.3, , , 100:3:0.186441:0.338462;300:3:0.133333:0.261538, , 200:3:0.152778:0.315789;400:3:0.135714:0.220339
FFI16_RS12495, 2721.3, 300:1:0.0666667:0.272727;600:3:0.487179:0.487179, 600:1:0.0147059:0.185185;300:1:0.104478:0.210526;600:1:0.0746269:0.214286;800:3:0.149254:0.149254;600:1:0.0869565:0.171429;500:1:0.0465116:0.15, , 700:3:0.15:0.15;700:3:0.1:0.125;600:3:0.105263:0.214286, 300:1:0.0769231:0.228571
FFI16_RS12500, 876.3, , , , , 
FFI16_RS12505, 694.0, , , 300:1:0.115385:0.166667;500:1:0.08:0.166667, , 300:3:0.304348:0.333333
FFI16_RS12510, 915.7, 500:3:0.588235:0.588235, , , , 
FFI16_RS12515, 1003.0, , , , , 
FFI16_RS12520, 647.7, , , , , 
FFI16_RS12525, 3885.7, , , 200:1:0.0862069:0.285714, 300:1:0.0322581:0.208333;300:1:0.0327869:0.181818;300:1:0.0408163:0.2, 500:3:0.123077:0.155556;500:1:0.0549451:0.137931
FFI16_RS12530, 1121.0, , , , , 
FFI16_RS12535, 456.7, , , , , 
FFI16_RS12540, 424.3, , , , , 
FFI16_RS12545, 888.7, , , , , 
FFI16_RS12550, 337.0, , , 300:1:0.0206186:0.166667, 100:3:0.125:0.285714;300:1:0.0638298:0.428571, 
FFI16_RS12555, 738.3, , , , , 
FFI16_RS12560, 1919.3, , , , , 
FFI16_RS12565, 1011.7, , , , , 
FFI16_RS12570, 253.7, , 400:1:0.0121951:0.166667, , , 
FFI16_RS12575, 800.0, 800:3:0.12:0.12, , , , 
FFI16_RS12580, 1108.0, , , , , 
FFI16_RS12585, 393.7, , , , , 
FFI16_RS12590, 714.3, , , , , 
FFI16_RS12595, 966.3, , , , , 
FFI16_RS12600, 1321.0, , , , , 
