Identifier, Size, 1D1, 1D2, 1D3, 1D4, 1D5
DR_2588, 851.0, , 400:1:0.0416667:0.157895;400:1:0.0869565:0.157895, 400:1:0.04:0.15, 400:3:0.115385:0.180328;400:3:0.108911:0.180328;400:3:0.14:0.186441;400:3:0.137255:0.189655;400:3:0.137255:0.186441;400:3:0.170213:0.170213;400:3:0.159574:0.207547;400:3:0.168539:0.188679;400:3:0.157303:0.245283;400:3:0.180723:0.240741, 400:3:0.141509:0.180851
DR_2589, 702.0, , , , , 
DR_2590, 580.3, , , , , 
DR_2591, 379.7, , , , , 
DR_2592, 737.3, , , , , 
DR_2593, 413.7, , , , , 
DR_2594, 1147.7, , 400:3:0.0857143:0.177778, 400:1:0.0151515:0.196581;400:1:0:0.17, , 
DR_2595, 803.7, , , , , 
DR_2596, 785.7, , , 400:1:0.0232558:0.131579, , 
DR_2597, 841.7, , , , , 
DR_2598, 441.7, , , , , 
DR_2599, 1094.0, , , , , 
DR_2600, 758.0, 800:3:0.076087:0.1625, , , , 300:1:0.0286738:0.166667
DR_2601, 651.0, , , , , 
DR_2602, 940.7, , , , , 
DR_2603, 429.3, , , , , 
DR_2604, 494.0, , , , , 
DR_2605, 644.0, , , , , 
DR_2606, 2059.3, , 800:3:0.134831:0.157895, , , 
DR_2607, 524.3, , , , , 
DR_2608, 363.0, , , , , 
DR_2609, 915.3, , , , , 
DR_2610, 677.7, , , , , 
DR_2611, 1938.3, , 400:3:0.12:0.179487;200:3:0.126582:0.227273, 200:3:0.259259:0.259259, , 
DR_2612, 514.7, , , , , 
DR_2613, 531.0, , , , , 
DR_2614, 641.3, , , , , 
DR_2615, 685.3, , , , , 
DR_2616, 448.7, , , , , 
DR_2617, 749.7, , 700:3:0.101449:0.147541, 400:1:0:0.161905, 400:3:0.0688525:0.155556, 
DR_2618, 700.0, , , , 800:3:0.142857:0.142857, 
DR_2619, 852.3, , 400:1:0.0230769:0.12766, , , 
DR_2620, 1958.0, , , , , 
DR_2621, 709.3, , 200:1:0.0779221:0.181818, 400:1:0.0357143:0.156863, , 
DR_2622, 618.3, , , , , 
DR_2623, 766.0, , , , , 
DR_2624, 424.3, , , , , 
DR_2625, 963.0, , 400:1:0.0330579:0.1875, , , 
DR_2626, 1198.7, , , , , 
DR_2627, 1072.7, , , , , 
DR_2628, 495.3, , , 100:3:0.371429:0.371429, , 
DR_2629, 330.0, , , , , 
DR_2630, 723.0, , , , , 
DR_2631, 320.0, , , , , 
DR_2632, 436.0, , , , , 
DR_2633, 602.0, , , , , 
DR_2634, 1031.3, , , , , 
DR_2635, 1201.0, , , , , 
DR_2637, 1071.3, , , , , 
DR_A0001, 103.0, , , , , 
DR_A0002, 109.0, , , , , 
DR_A0003, 469.3, , , , , 
DR_A0004, 113.7, , , , , 
DR_A0006, 276.0, , , , , 300:1:0.0144928:0.115385
DR_A0007, 191.0, , , , , 
DR_A0011, 300.0, , , , , 
DR_A0012, 487.0, , , , , 
DR_A0013, 683.3, , , , , 
DR_A0015, 59.7, , 600:3:0.5:0.5, , , 
DR_A0016, 217.3, , , , , 
DR_A0019, 397.7, , 400:1:0.0217391:0.170732, 100:3:0.349666:0.349666, , 
DR_A0020, 304.3, , , , , 
DR_A0022, 1469.7, , , 800:3:0.12766:0.12766, , 
DR_A0023, 390.7, , , , , 
DR_A0024, 91.3, , , , , 
DR_A0026, 13.3, , , , , 
DR_A0028, 257.7, , , , , 
DR_A0029, 396.0, , , , , 
DR_A0030, 951.7, , , , , 
DR_A0031, 554.3, , , , , 
DR_A0033, 877.0, , , , , 
DR_A0034, 210.0, , , , , 
DR_A0035, 238.0, , , , , 
DR_A0037, 29.0, , , , , 
DR_A0040, 508.3, , , , , 
DR_A0043, 222.7, , , , , 
DR_A0045, 206.0, , , , , 
DR_A0046, 148.3, , , , , 
DR_A0047, 93.0, , , , , 
DR_A0048, 409.3, , , , , 
DR_A0050, 1293.0, 400:1:0.0189873:0.233333;400:3:0.0612245:0.310345;400:1:0.0342466:0.266667;400:1:0.0431655:0.148148;700:1:0.0246914:0.148936, 400:1:0.0147059:0.1875;700:3:0.1:0.157895;600:1:0.0309278:0.140625;600:3:0.0493827:0.196721, , , 400:3:0.0384615:0.136364;400:3:0.064257:0.244444;400:3:0.0702479:0.178571
DR_A0053, 287.3, , , , , 
DR_A0058, 72.7, , , , , 
DR_A0059, 202.3, , , 800:3:0.15:0.15, , 
DR_A0060, 292.0, 300:3:0.126582:0.25, 400:1:0.0540541:0.277778;400:1:0.027027:0.222222;400:3:0.05:0.205128;400:3:0.047619:0.146341;400:1:0.0338983:0.176471;300:1:0.0363636:0.169811;400:1:0.0243902:0.162791;300:3:0.128205:0.342857, 400:1:0:0.175439;400:1:0:0.157895;400:3:0.178571:0.178571;400:1:0.0294118:0.122642;300:3:0.1875:0.1875;300:3:0.2:0.246377, 400:3:0.0980392:0.162162;400:3:0.156863:0.156863;400:3:0.109091:0.189873;400:1:0.045977:0.153846;400:3:0.178571:0.261905, 400:1:0.0392157:0.147727;400:3:0.101852:0.186813;400:3:0.0833333:0.184783;400:3:0.0598291:0.174757;400:3:0.0676692:0.15;400:3:0.101562:0.181818;300:3:0.166667:0.2;300:3:0.2:0.287234;300:1:0.04:0.128205
DR_A0061, 919.7, , , , , 
DR_A0063, 287.3, , 400:1:0.0430108:0.171429, , , 
DR_A0064, 934.7, , , , , 600:1:0.0305677:0.15
DR_A0067, 215.7, , , , , 
DR_A0073, 1466.3, 800:3:0.104:0.104, 400:1:0.0172414:0.131579, 800:3:0.133333:0.133333, , 
DR_A0075, 534.3, , , , , 
DR_A0087, 149.7, , , , , 
DR_A0089, 167.0, , , , , 
DR_A0094, 496.0, 300:3:0.183099:0.285714, 300:3:0.326087:0.326087, , 700:1:0.0285714:0.142857, 
DR_A0096, 283.7, , , , , 
DR_A0099, 351.0, , , , , 
DR_A0103, 178.7, , , , , 
DR_A0108, 2488.3, , 400:3:0.0909091:0.145161, 400:1:0.0263158:0.135889, , 
DR_A0109, 1128.3, , , , , 
DR_A0110, 273.0, , , , , 
DR_A0112, 718.7, , , , , 
DR_A0117, 467.7, , , , , 
DR_A0118, 175.0, , , , , 
DR_A0119.1, 877.3, , , , , 
DR_A0120, 416.0, , , , , 
DR_A0121, 800.7, , 400:1:0.0652174:0.153846, , , 
DR_A0122, 111.3, , , , , 
DR_A0123, 274.7, , , , , 
DR_A0125, 1206.7, , , , , 
DR_A0126, 912.3, , 400:1:0.028169:0.130435, , , 
DR_A0127, 1323.0, , , , , 
DR_A0131, 1635.7, 400:1:0.0240964:0.130435, 400:1:0:0.12;400:1:0:0.148148, 300:3:0.0645161:0.136364;300:3:0.0967742:0.19697, 400:3:0.109589:0.196429, 400:1:0.0158103:0.12;400:3:0.0825688:0.230769;300:1:0.0512821:0.205882
DR_A0133, 140.3, , , , , 
DR_A0134, 931.0, , , , , 
DR_A0136, 919.0, , 400:1:0:0.25;300:3:0.220339:0.220339, 100:3:0.196429:0.196429, 700:3:0.125:0.214286, 
DR_A0138, 267.0, , , , , 
DR_A0139, 65.0, , , , , 
DR_A0141, 184.7, , , , , 
DR_A0143, 389.3, , , , , 
DR_A0145, 256.7, , , , , 
DR_A0146, 408.7, , , , , 
DR_A0147, 878.0, 400:1:0.028169:0.3, , 400:1:0:0.134409, , 
DR_A0149, 426.7, , , , , 
DR_A0150, 477.0, , , , , 
DR_A0151, 699.7, , , 800:3:0.115385:0.115385, , 
DR_A0152, 554.3, , , , , 
DR_A0154, 244.7, , , , , 500:1:0.0444444:0.181818
DR_A0155, 178.0, , , , , 
DR_A0166, 2650.7, 600:3:0.35:0.796992, , 800:3:0.12766:0.12766, , 
DR_A0167, 193.0, , , , , 
DR_A0168, 307.0, , , , , 
DR_A0169, 401.3, , , , , 
DR_A0174, 300.7, , , , , 
DR_A0175, 1256.0, , , 400:3:0.142857:0.142857, , 400:1:0.0213675:0.133333
DR_A0176, 222.0, 400:1:0.0147783:0.121212, 400:1:0.0789474:0.155556, , , 
DR_A0177, 962.7, , , , , 
DR_A0178, 756.0, , , , , 
DR_A0182, 355.0, , , , , 
DR_A0183, 721.7, , , , , 
DR_A0184, 261.3, , 800:3:0.157143:0.157143, , , 
DR_A0185, 649.0, , , , , 
DR_A0186, 721.7, , , , , 
DR_A0188, 380.3, , , , , 
DR_A0189, 940.3, , , 800:3:0.125:0.125, , 
DR_A0190, 665.7, , , 400:1:0.0410959:0.138889, , 
DR_A0192, 257.7, , 300:3:0.241379:0.241379, , 400:3:0.136:0.222222;500:3:0.0657895:0.146067;400:3:0.0635838:0.195876, 400:3:0.132979:0.206186
DR_A0193, 98.3, , , , , 
DR_A0194, 442.7, , , , , 
DR_A0195, 296.3, , , , , 
DR_A0196, 650.7, , , , , 
DR_A0198, 136.3, , , , , 
DR_A0200, 429.0, , , , , 
DR_A0201, 464.3, , , , , 
DR_A0202, 839.7, , , 400:1:0.0784314:0.186047, , 
DR_A0203, 383.7, , , 800:3:0.131579:0.131579, 500:1:0.0363636:0.25, 400:1:0.0483871:0.2;400:1:0.0140845:0.1875
DR_A0204, 75.3, , , , , 
DR_A0205, 451.3, , , 100:3:0.26:0.26;400:3:0.196078:0.196078;400:3:0.106383:0.19084;800:3:0.142857:0.142857, , 
DR_A0206, 1430.3, , 400:1:0.056338:0.176471;700:1:0.0704225:0.162791;400:1:0.0238095:0.136364;400:3:0.1125:0.16, 800:3:0.157143:0.157143;300:3:0.0909091:0.170732, , 
DR_A0207, 1236.0, , 400:1:0.0384615:0.16, , , 
DR_A0208, 814.3, , , , , 
DR_A0209, 727.7, 400:3:0.029703:0.171717, 400:1:0.0208333:0.148148;400:1:0.0208333:0.115385;400:1:0.0227273:0.153846;400:1:0.0434783:0.153846;400:1:0.0222222:0.185185;400:1:0:0.153846;400:3:0.0243902:0.166667;400:1:0:0.157895;400:1:0:0.3, 400:1:0:0.151899;400:1:0:0.139241, 400:1:0.0535714:0.174419, 400:1:0.0352113:0.148148;400:1:0.0441176:0.12987
DR_A0210, 629.0, , , , 500:1:0.0153846:0.126316, 
DR_A0211, 135.3, , , , , 
DR_A0212, 682.3, , , 300:1:0.0566038:0.168317;400:3:0.238095:0.238095;500:3:0.181818:0.181818;400:3:0.159091:0.159091;400:3:0.232558:0.232558, 400:3:0.0757576:0.152941;400:3:0.118644:0.206612;400:3:0.108333:0.147727, 
DR_A0214, 65.7, , , , , 
DR_A0216, 696.7, 700:1:0.00813008:0.125, , , , 
DR_A0217, 341.7, , , , , 
DR_A0218, 370.7, , , , , 
DR_A0219, 148.0, , , , , 
DR_A0220, 963.0, , , , , 
DR_A0221, 330.3, , , 500:1:0.0384615:0.111111, , 
DR_A0223, 854.3, , , , , 
DR_A0224, 779.3, , , , , 
DR_A0225, 374.0, , , , , 
DR_A0226, 592.3, , 400:1:0.025641:0.125, , , 
DR_A0228, 137.0, , , , , 
DR_A0229, 490.3, , , , , 
DR_A0231, 908.3, 400:3:0.108108:0.192771;400:3:0.12381:0.207792;400:3:0.126214:0.246753;400:3:0.137255:0.194805;400:3:0.104762:0.181818;400:3:0.0756303:0.166667, 600:3:0.166667:0.166667;600:3:0.170213:0.170213;600:3:0.156863:0.156863;300:3:0.101124:0.212766, 400:1:0:0.126214;400:1:0:0.137931;400:1:0:0.156627, 400:3:0.104478:0.184397;400:3:0.120301:0.190476, 500:3:0.164835:0.164835
DR_A0232, 652.3, , , , , 
DR_A0233, 306.7, , , , , 
DR_A0235, 407.0, , , , , 
DR_A0236, 340.0, , , 400:1:0:0.12069;400:1:0.0147059:0.147826;400:1:0:0.128205;400:1:0:0.151786;400:1:0:0.169811, , 
DR_A0237, 437.0, , , , , 
DR_A0238, 1229.7, , 400:1:0.016129:0.190476, , , 600:3:0.0854271:0.172414
DR_A0239, 540.0, , , , , 
DR_A0240, 826.7, 700:1:0.0333333:0.230769, 800:3:0.126437:0.285714, 800:3:0.116279:0.181818;400:1:0:0.230769, , 
DR_A0241, 1125.7, , 400:1:0.045045:0.375, , , 
DR_A0242, 433.3, , 400:1:0.0232558:0.128205, 800:3:0.148148:0.148148, , 
DR_A0243, 919.0, , , , , 
DR_A0247, 760.3, , , , , 
DR_A0249, 578.3, , , , , 
DR_A0250, 1383.3, , , , , 
DR_A0251, 740.7, , , , , 
DR_A0253, 50.3, , , , , 
DR_A0254, 47.7, , , , , 
DR_A0255, 1754.0, , 800:3:0.135135:0.135135, , , 
DR_A0256, 221.0, , , , , 
DR_A0258, 509.7, , , , 400:1:0.00729927:0.151515;700:1:0.0305344:0.137931, 
DR_A0259, 1492.3, , , , , 
DR_A0260, 500.3, , , , , 
DR_A0261, 1078.0, , 400:1:0.0416667:0.142857, , , 
DR_A0262, 571.7, , , , , 
DR_A0263, 982.7, , , , 400:3:0.123377:0.2, 600:1:0.031746:0.137931;600:1:0.0366972:0.129032
DR_A0264_2, 544.7, , , , , 500:1:0.0122699:0.134328
DR_A0265, 487.7, , , , , 
DR_A0266, 1296.7, , 400:1:0.0612245:0.15;700:3:0.0612245:0.125, 800:3:0.1875:0.1875, , 
DR_A0267, 124.7, , , , , 
DR_A0270, 345.7, , , , , 
DR_A0271, 584.0, , , , , 
DR_A0272, 315.0, , , , , 
DR_A0273, 494.3, , , , , 
DR_A0274, 1226.3, , , 800:3:0.12:0.12, , 
DR_A0275, 279.3, , , , , 
DR_A0276, 961.0, , , , , 
DR_A0277, 850.7, , , , , 
DR_A0278, 291.3, , , , , 
DR_A0279, 314.7, , , , , 
DR_A0280, 436.3, 400:1:0.0540541:0.157895, 400:1:0.027027:0.2, 300:1:0.0333333:0.148148;400:1:0.047619:0.16129, 400:1:0.0588235:0.169014, 300:1:0.08:0.333333;600:1:0.0695652:0.153846
DR_A0282, 505.3, , , , , 
DR_A0283, 1567.0, , , , , 
DR_A0284, 469.3, , , , , 
DR_A0287, 793.7, , , , , 
DR_A0288, 263.7, , , , , 
DR_A0290, 1391.7, , , 500:3:0.212121:0.212121, , 
DR_A0291, 530.0, , , , , 
DR_A0292, 97.3, 700:1:0.0189573:0.142857, , , , 
DR_A0293, 2033.3, , , , , 
DR_A0295, 223.7, , , , , 
DR_A0296, 107.3, , , , , 
DR_A0297, 613.0, , , , , 
DR_A0301, 243.7, , , , , 
DR_A0302, 633.0, 400:3:0.102804:0.204545;400:3:0.158879:0.261905;400:3:0.105263:0.214953;400:3:0.0520833:0.254545;400:3:0.180851:0.235849, 800:3:0.153846:0.153846;400:3:0.156863:0.156863;400:3:0.196078:0.196078;400:3:0.235294:0.235294;600:3:0.214286:0.214286;700:3:0.3:0.3;600:3:0.225:0.225;400:1:0.047619:0.125;400:3:0.0980392:0.157895, 400:1:0:0.146341;400:1:0:0.144578;400:1:0.037037:0.191176;400:1:0:0.258065;400:1:0:0.145161;300:3:0.117647:0.2125;400:1:0:0.146341;300:3:0.0493827:0.144186;400:1:0:0.177215, 400:3:0.101695:0.231481;400:3:0.103448:0.186916;400:3:0.122807:0.220183;400:3:0.169811:0.205607;400:3:0.0625:0.21;400:3:0.0851064:0.247191;400:3:0.12766:0.256098;400:3:0.0818182:0.179487, 400:3:0.188406:0.217949;400:3:0.104478:0.186667;400:3:0.147287:0.171429;400:3:0.121739:0.234375;400:3:0.166667:0.229508;400:1:0.0103093:0.147059
DR_A0304, 637.0, , , , 800:3:0.174089:0.174089, 
DR_A0305, 605.3, 700:1:0.0175439:0.214286, 400:1:0.114943:0.333333, 200:3:0.155556:0.2;400:1:0.0526316:0.2, , 
DR_A0307, 311.3, , , , , 
DR_A0309, 943.3, , , , , 
DR_A0310, 1916.3, , , , , 
DR_A0311, 376.3, , , , , 
DR_A0312, 374.0, 400:3:0.164179:0.178082;500:3:0.15:0.176471;400:3:0.183333:0.211679;400:3:0.15873:0.213235;400:3:0.15873:0.198529;400:3:0.107692:0.198582, 400:3:0.150943:0.206452;400:3:0.111111:0.158228;400:3:0.132075:0.198718;400:3:0.109091:0.147929;400:3:0.12963:0.208333;400:3:0.12963:0.173913;400:3:0.157895:0.16, 400:1:0:0.184615;500:1:0:0.1875;500:1:0:0.21875;500:1:0:0.21875;400:1:0:0.230769;500:1:0:0.164179;500:1:0:0.223881;400:1:0.030303:0.119403, 400:3:0.15:0.237288;400:3:0.22973:0.22973;400:3:0.166667:0.166667;400:3:0.189189:0.189189;400:3:0.197183:0.218182;400:3:0.180556:0.196429;400:3:0.146667:0.175439;400:3:0.207792:0.207792;400:3:0.142857:0.142857;800:3:0.115385:0.137931;500:1:0.0789474:0.12069, 400:3:0.165605:0.184783;400:3:0.133333:0.170455;400:3:0.143836:0.193182;400:3:0.165517:0.175824;400:3:0.165517:0.172043;400:3:0.143836:0.173913;400:3:0.133758:0.195876
DR_A0313, 402.3, , , 800:3:0.1875:0.1875, , 
DR_A0315, 477.7, , , , , 
DR_A0317, 289.0, , , , , 
DR_A0318, 105.7, , , , , 
DR_A0319, 503.7, , , , , 500:1:0.0238095:0.126984;300:1:0.0176991:0.142857;400:1:0.0588235:0.156863
DR_A0320, 552.3, , , 400:1:0.025:0.12, 500:1:0.03125:0.138889;400:3:0.0806452:0.153846;500:1:0.0492958:0.142857;500:1:0.0362319:0.16129, 
DR_A0323, 533.3, , , 800:3:0.129032:0.129032;800:3:0.216216:0.216216, , 
DR_A0325, 1385.3, , , , , 
DR_A0327, 94.0, , , , , 
DR_A0328, 822.3, , , , , 
DR_A0329, 918.0, , , , , 300:3:0.145038:0.233333
DR_A0330, 761.0, , , , , 
DR_A0331, 661.3, 700:1:0.0307692:0.1875, , , , 
DR_A0332, 1069.7, , , , 700:1:0.0515464:0.16, 
DR_A0333, 258.7, , , , , 
DR_A0334, 176.3, , , 400:1:0.0212766:0.141791, , 
DR_A0335, 1481.0, , , , , 
DR_A0336, 519.0, , , , , 
DR_A0337, 785.0, , , , , 
DR_A0338, 982.3, , , , , 
DR_A0340, 126.7, , , , , 
DR_A0341, 281.0, , , , , 
DR_A0342, 1630.3, , , 800:3:0.133333:0.222222, , 
DR_A0343, 981.0, , , , , 
DR_A0345, 245.0, , , 800:3:0.138889:0.138889, , 
DR_A0346, 519.3, , , 400:1:0.0169492:0.134969;400:1:0:0.131313;400:1:0.0178571:0.171171, 400:3:0.0568182:0.159292, 
DR_A0347, 322.0, , , , , 
DR_A0348, 929.7, , , , , 
DR_A0349, 669.3, , , , , 
DR_A0350, 109.3, , , , , 
DR_A0351, 157.0, , , , , 
DR_A0352, 669.7, , , , , 
DR_A0353, 1020.0, , , , , 
DR_A0354, 1024.3, , , , , 
DR_A0355, 1396.7, , , 400:3:0.159091:0.159091;800:3:0.133333:0.133333, , 
DR_A0357, 458.7, , , , , 
DR_A0358, 653.7, 400:1:0.0115607:0.12766, 400:1:0.045045:0.142857;400:3:0.0630631:0.142857, , , 400:1:0.0419162:0.139073;400:1:0.022293:0.131579
DR_A0360, 1071.3, , , , , 
DR_A0362, 174.3, , , , 600:1:0.0869565:0.4, 
DR_A0363, 735.0, 700:1:0.0351562:0.125, , , , 
DR_A0364, 373.3, , , , , 
DR_A0365, 267.7, , , , , 
DR_A0368, 536.3, , 400:1:0:0.116279, , , 
DR_A0369, 626.3, , , , , 
DR_B0001, 86.3, , , , , 
DR_B0002, 168.3, , , , , 
DR_B0003, 479.0, , 400:3:0.220779:0.229947, 300:3:0.173913:0.173913;300:3:0.0895522:0.165217, , 
DR_B0004, 674.0, , , 400:1:0:0.117647;400:1:0:0.157895, 500:1:0.0412371:0.132075;600:3:0.557447:0.557447;600:1:0.00851064:0.135593, 
DR_B0007, 67.0, , , , , 
DR_B0009, 448.7, , , , , 
DR_B0011, 537.7, , , , , 
DR_B0012, 552.3, , , , , 
DR_B0014, 198.7, , , , , 
DR_B0015, 274.3, 700:1:0.0232558:0.125, , , , 
DR_B0016, 366.3, , , , 400:3:0.285714:0.285714, 
DR_B0020, 452.0, , , , , 
DR_B0024, 270.3, , , , , 
DR_B0027, 70.0, , , , , 
DR_B0028, 91.7, , , , , 
DR_B0029, 564.0, , , , , 
DR_B0030, 76.7, , , , , 
DR_B0033, 1377.3, , , 100:1:0.0664207:0.161074, , 
DR_B0035, 464.3, , , , , 
DR_B0037, 224.3, , , , , 
DR_B0039, 1276.3, , 400:3:0.0916031:0.222222;700:3:0.102941:0.148148;400:3:0.0875912:0.178571;400:3:0.0915493:0.137931;400:3:0.0901639:0.230769;400:3:0.114754:0.153846, , , 400:3:0.0878378:0.151515
DR_B0040, 95.0, , , , , 
DR_B0041, 1559.7, , , 500:3:0.196721:0.196721, , 
DR_B0042, 1020.7, , , , , 
DR_B0043, 753.3, , , , , 600:1:0.027027:0.136364
DR_B0044, 296.7, , , , , 
DR_B0050, 544.7, , , , , 
DR_B0051, 1437.7, , 800:3:0.166667:0.166667, , 400:2:0.969231:0.969231;400:2:0.987288:0.987288;600:3:0.160494:0.160494, 
DR_B0052, 287.3, , , 300:2:0.975309:0.975309, , 
DR_B0054, 165.3, , , , , 
DR_B0057, 595.3, , , , , 
DR_B0059, 95.7, , , , , 
DR_B0063, 833.3, , 400:3:0.119048:0.18, 800:3:0.215686:0.215686, , 
DR_B0065, 29.3, , , , , 
DR_B0067, 2064.3, , , , , 
DR_B0068, 1772.0, , , , , 
DR_B0069, 945.7, , 400:1:0.037037:0.142857;300:3:0.20339:0.20339;800:3:0.132075:0.132075, 300:1:0.0285714:0.15;300:3:0.285714:0.4;400:3:0.142857:0.205882;300:1:0.030303:0.130435, , 
DR_B0070, 368.0, , , , , 
DR_B0071, 24.0, , , , , 
DR_B0072, 152.3, , , 500:3:0.267606:0.267606, , 
DR_B0073, 1220.0, , 400:1:0.0384615:0.130435, , , 400:1:0.0173913:0.166667;400:1:0.0353982:0.138889
DR_B0074, 124.7, , , , , 300:1:0.0426829:0.130435
DR_B0076, 652.3, 400:1:0.0534351:0.178571, 400:1:0.0243902:0.148148;400:1:0.0232558:0.169811;400:1:0.0581395:0.153846;600:1:0.0229885:0.198113;600:1:0.03125:0.142857, 400:1:0:0.115385;500:1:0.03125:0.129032;400:1:0:0.136364;400:1:0:0.136364, 400:3:0.0862069:0.175824;600:1:0.0521739:0.170213;600:1:0.0446429:0.179487;600:3:0.113208:0.25;600:3:0.0740741:0.333333;600:3:0.0810811:0.224138;400:1:0.0181818:0.166667, 400:3:0.0460251:0.137931;400:3:0.0510638:0.185185;400:3:0.0539419:0.1875
DR_B0079, 678.3, , , , , 400:1:0.0397112:0.134615
DR_B0080, 221.0, , , , , 
DR_B0083, 536.7, , , 400:1:0.0166667:0.127451, , 
DR_B0086, 595.7, , , , , 
DR_B0087, 43.7, , , , , 
DR_B0089, 47.0, , , , , 
DR_B0090, 856.7, , 400:1:0.0298507:0.156863, 800:3:0.177778:0.177778;200:3:0.229167:0.229167;500:3:0.132075:0.132075, , 
DR_B0091, 113.0, , , , , 
DR_B0093, 745.3, , 400:1:0.0851064:0.153846;400:1:0:0.170732, , , 800:3:0.134328:0.134328
DR_B0097, 216.3, , , , , 
DR_B0098, 169.0, , , , , 
DR_B0099, 178.3, , , , , 
DR_B0102, 200.0, , , , , 
DR_B0103, 111.3, , , , , 
DR_B0106, 19.3, , , , , 
DR_B0108, 644.3, , , , , 
DR_B0111, 772.7, , , 500:3:0.183673:0.183673, , 
DR_B0112, 57.7, , , , , 
DR_B0113, 762.0, , , , , 
DR_B0118, 299.7, , , 400:3:0.188406:0.188406, , 
DR_B0119, 913.0, , , 800:3:0.142857:0.142857, , 
DR_B0122, 498.0, 300:1:0.147059:0.181818;400:1:0.0248756:0.266667;400:3:0.0862944:0.1875, 200:1:0.0827068:0.176471, 400:1:0.0291262:0.135135, , 300:1:0.0645161:0.5
DR_B0124, 448.7, , , , , 
DR_B0125, 332.3, , , , , 
DR_B0129, 516.7, , , , , 
DR_B0132, 102.0, , , , , 
DR_B0133, 666.7, , , , , 
DR_B0134, 93.0, , , , , 
DR_B0135, 3663.3, 600:3:0.443878:0.828283, 200:3:0.15:0.2, , , 300:3:0.136612:0.285714
DR_B0136, 1712.3, , 400:3:0.0491803:0.132075;400:1:0.0422535:0.226415;400:1:0.0422535:0.132075;400:1:0.0434783:0.145455;400:1:0.0294118:0.185185;400:1:0.0588235:0.125;400:1:0.0185185:0.132075, , 400:1:0.0719424:0.188679, 400:3:0.128205:0.161905
DR_B0140, 286.7, , , , , 
DR_B0141, 114.3, , , , , 
DR_B0143, 1619.7, , , , , 
DR_B0144, 309.7, , , , , 
DR_C0002, 391.7, , , , , 
DR_C0007, 397.3, , 400:2:0.972727:1;200:1:0.0566038:0.333333, 800:3:0.131579:0.131579, 600:1:0.0196078:0.133333;800:3:0.00543478:0.307692, 
DR_C0008, 173.0, , , , , 300:2:0.994203:1
DR_C0009, 961.7, , , , , 
DR_C0015, 735.3, 400:1:0.0217391:0.125, 400:1:0.0217391:0.142857;600:1:0.0227273:0.153846;400:1:0:0.166667;400:1:0.025:0.170732, , 500:3:0.0945946:0.170732;400:3:0.0945946:0.156627;500:3:0.0853659:0.15942;400:3:0.13253:0.177083, 400:3:0.103448:0.164557;400:3:0.0974026:0.1625;400:3:0.112583:0.202532
DR_C0016, 308.0, , , , , 
DR_C0017, 1436.3, 400:1:0.0184049:0.12766, , 400:3:0.171429:0.171429;800:3:0.179487:0.179487, 400:3:0.160221:0.160221, 400:3:0.0772532:0.205298;400:1:0.0287081:0.164948
DR_C0019, 77.0, , , 100:1:0.0688073:0.185714;800:3:0.152542:0.152542, , 
DR_C0020_1, 233.3, , , , , 
DR_C0020_2, 166.3, , 300:3:0.2:0.2;800:3:0.132075:0.132075, , , 300:3:0.136986:0.210526;300:3:0.0941176:0.166667
DR_C0024, 255.7, , , , , 
DR_C0026, 16.7, , , , , 
DR_C0028, 103.3, , , , , 
DR_C0029, 89.0, , , , , 
DR_C0036, 180.3, , , , , 
DR_C0037, 818.3, , , 500:3:0.198276:0.473684, , 
DR_C0038, 576.7, , , , , 
DR_C0040, 222.0, , , , , 
DR_r01, 1002.0, , , , , 
DR_r04, 225.0, , 400:1:0:0.176471, , , 
DR_r05, 2983.0, , , , , 
DR_r06, 1603.0, , , , , 
DR_r07, 1603.0, , , , , 
DR_r08, 225.0, , , 300:3:0.123288:0.282759, , 
DR_r09, 2982.0, 800:3:0.166667:0.166667, 400:1:0.0526316:0.138889;400:1:0.0344828:0.172414;400:3:0.173913:0.173913, 500:3:0.147059:0.147059;500:3:0.111111:0.111111, 400:3:0.120301:0.144044;400:1:0:0.191489;500:1:0.0882353:0.151515;500:1:0.0333333:0.153846;400:2:0.979167:0.979167, 
DR_t10, 99.0, , , , , 
DR_t11, 126.0, , , , , 
DR_t12, 75.0, , , , , 
DR_t13, 73.0, , , , , 
DR_t14, 142.0, , , , , 
DR_t15, 127.0, , , , , 
DR_t16, 101.0, , , , , 
DR_t17, 66.0, , , , , 
DR_t18, 169.0, , , , , 
DR_t19, 75.0, , , , , 
DR_t20, 135.0, , , , , 
DR_t21, 175.0, , , , , 
DR_t22, 162.0, , , , , 
DR_t23, 173.0, , , , , 
DR_t24, 165.0, , , , , 
DR_t25, 173.0, , , , , 
DR_t26, 170.0, , , , , 
DR_t27, 159.0, , , , , 
DR_t28, 172.0, , , , , 
DR_t29, 156.0, , , , , 
DR_t30, 186.0, , , , , 
DR_t31, 84.0, , , , , 
DR_t32, 84.0, , , , , 
DR_t33, 122.0, , , , , 
DR_t34, 174.0, , , , , 
DR_t35, 173.0, , , , , 
DR_t36, 183.0, , , , , 
DR_t37, 150.0, , , , , 
DR_t38, 122.0, , , , , 
DR_t39, 104.0, , , , , 
DR_t40, 75.0, , , , , 
DR_t41, 87.0, , , , , 
DR_t42, 174.0, , , , , 
DR_t43, 173.0, , , , , 
DR_t44, 80.0, , , , , 
