LocusTag	protein_id	Gene	Type	Size	GC	Sequence	Fold_1	Fold_2	Fold_2_S	Fold_2_V	Fold_3	Fold_4	N	S	Spore_associated
B4U62_06540	AQZ93035.1	nan	CDS	2154	0.4703	Genome	1329	479	432	47	19	327	1654.67	499.33	False
B4U62_06545	AQZ90074.1	nan	CDS	255	0.3922	Genome	164	58	52	6	5	28	204.33	50.67	False
B4U62_06550	AQZ90075.1	nan	CDS	423	0.4752	Genome	261	98	87	11	3	61	327.33	95.67	False
B4U62_06555	AQZ90076.1	nan	CDS	516	0.436	Genome	316	120	107	13	7	73	398.33	117.67	False
B4U62_06560	AQZ90077.1	nan	CDS	723	0.4592	Genome	453	164	152	12	2	104	563.0	160.0	False
B4U62_06565	AQZ93036.1	nan	CDS	1122	0.4795	Genome	723	208	200	8	22	169	869.0	253.0	False
B4U62_06570	AQZ90078.1	nan	CDS	1173	0.509	Genome	759	193	188	5	12	209	891.67	281.33	False
B4U62_06575	AQZ90079.1	nan	CDS	546	0.4231	Genome	326	145	131	14	7	68	425.0	121.0	False
B4U62_06580	AQZ90080.1	nan	CDS	1191	0.4593	Genome	719	251	223	28	15	206	891.33	299.67	False
B4U62_06585	nan	nan	tRNA	73	0.589	Genome	nan	nan	nan	nan	nan	nan	nan	nan	False
B4U62_06590	nan	nan	CDS	234	0.3974	Genome	153	48	45	3	7	26	187.33	46.67	False
B4U62_06595	AQZ90081.1	nan	CDS	1230	0.313	Genome	763	315	300	15	25	127	981.33	248.67	False
B4U62_06600	AQZ90082.1	nan	CDS	321	0.3645	Genome	208	59	56	3	7	47	249.67	71.33	False
B4U62_06605	AQZ90083.1	nan	CDS	132	0.4242	Genome	89	29	27	2	0	14	108.33	23.67	False
B4U62_06610	AQZ90084.1	nan	CDS	174	0.3908	Genome	113	40	38	2	3	18	140.67	33.33	False
B4U62_06615	AQZ90085.1	nan	CDS	462	0.4372	Genome	301	94	83	11	14	53	368.33	93.67	False
B4U62_06620	AQZ90086.1	nan	CDS	504	0.2956	Genome	325	117	108	9	18	44	409.0	95.0	False
B4U62_06625	AQZ90087.1	nan	CDS	285	0.3263	Genome	182	69	67	2	8	26	230.67	54.33	False
B4U62_06630	AQZ90088.1	nan	CDS	528	0.4413	Genome	353	100	95	5	14	61	424.33	103.67	False
B4U62_06635	AQZ90089.1	nan	CDS	318	0.3459	Genome	219	63	63	0	10	26	264.33	53.67	False
B4U62_06640	AQZ90090.1	nan	CDS	756	0.3862	Genome	496	125	118	7	25	110	587.67	168.33	False
B4U62_06645	AQZ90091.1	nan	CDS	348	0.3534	Genome	216	77	74	3	6	49	269.33	78.67	False
B4U62_06650	AQZ90092.1	nan	CDS	1947	0.4037	Genome	1239	429	408	21	45	234	1540.0	407.0	False
B4U62_06655	nan	nan	CDS	1952	0.46	Genome	1211	440	399	41	37	262	1516.67	433.33	False
B4U62_06660	AQZ90093.1	nan	CDS	948	0.4346	Genome	616	186	180	6	20	126	746.67	201.33	False
B4U62_06665	AQZ90094.1	nan	CDS	483	0.3954	Genome	312	109	101	8	6	56	386.67	96.33	False
B4U62_06670	AQZ90095.1	nan	CDS	507	0.3787	Genome	312	126	117	9	13	56	400.33	106.67	False
B4U62_06675	AQZ90096.1	nan	CDS	396	0.4217	Genome	239	98	84	14	4	55	305.67	90.33	False
B4U62_06680	AQZ90097.1	nan	CDS	480	0.4146	Genome	314	81	80	1	12	73	372.0	108.0	False
B4U62_06685	AQZ90098.1	nan	CDS	195	0.4	Genome	119	49	43	6	2	25	152.33	42.67	False
B4U62_06690	AQZ90099.1	nan	CDS	330	0.3697	Genome	196	86	79	7	7	41	255.67	74.33	False
B4U62_06695	AQZ90100.1	nan	CDS	195	0.3436	Genome	128	37	35	2	8	22	155.33	39.67	False
B4U62_06700	AQZ93037.1	nan	CDS	990	0.4556	Genome	611	168	143	25	16	195	728.33	261.67	False
B4U62_06705	AQZ90101.1	nan	CDS	324	0.4568	Genome	205	74	63	11	2	43	255.0	69.0	True
B4U62_06710	AQZ90102.1	nan	CDS	1404	0.3875	Genome	911	294	284	10	33	166	1118.0	286.0	False
B4U62_06715	AQZ90103.1	nan	CDS	474	0.4346	Genome	286	103	85	18	4	81	356.0	118.0	False
B4U62_06720	AQZ90104.1	nan	CDS	168	0.4107	Genome	105	37	36	1	3	23	130.67	37.33	False
B4U62_06725	AQZ90105.1	nan	CDS	900	0.4356	Genome	586	170	161	9	21	123	706.33	193.67	False
B4U62_06730	AQZ90106.1	nan	CDS	399	0.4612	Genome	238	87	75	12	7	67	298.33	100.67	False
B4U62_06735	AQZ90107.1	nan	CDS	576	0.4722	Genome	361	118	103	15	7	90	442.0	134.0	False
B4U62_06740	AQZ90108.1	nan	CDS	2958	0.4899	Genome	1938	521	497	24	64	435	2306.67	651.33	False
B4U62_06745	AQZ90109.1	nan	CDS	561	0.4528	Genome	357	112	106	6	12	80	435.67	125.33	False
B4U62_06750	AQZ90110.1	nan	CDS	642	0.366	Genome	413	140	134	6	13	76	510.67	131.33	False
B4U62_06755	AQZ90111.1	nan	CDS	627	0.5056	Genome	403	124	114	10	12	88	489.67	137.33	False
B4U62_06760	AQZ90112.1	nan	CDS	279	0.3907	Genome	170	71	65	6	4	34	218.67	60.33	False
B4U62_06765	AQZ90113.1	nan	CDS	1191	0.4694	Genome	772	224	214	10	28	167	930.67	260.33	False
B4U62_06770	AQZ90114.1	nan	CDS	1179	0.4631	Genome	771	224	219	5	23	161	928.0	251.0	False
B4U62_06775	AQZ90115.1	nan	CDS	189	0.3968	Genome	115	49	42	7	0	25	147.67	41.33	False
B4U62_06780	AQZ90116.1	nan	CDS	813	0.5031	Genome	520	137	126	11	20	136	618.0	195.0	False
B4U62_06785	AQZ90117.1	nan	CDS	753	0.4688	Genome	458	143	131	12	12	140	557.33	195.67	False
B4U62_06790	AQZ90118.1	nan	CDS	753	0.4927	Genome	458	157	134	23	9	129	565.67	187.33	False
B4U62_06795	AQZ90119.1	nan	CDS	975	0.4667	Genome	594	181	156	25	18	182	720.67	254.33	False
B4U62_06800	AQZ90120.1	nan	CDS	498	0.5201	Genome	324	88	80	8	9	77	385.67	112.33	False
B4U62_06805	AQZ90121.1	nan	CDS	423	0.435	Genome	274	80	80	0	7	62	329.67	93.33	False
B4U62_06810	AQZ90122.1	nan	CDS	1179	0.4495	Genome	773	170	169	1	19	217	892.67	286.33	False
B4U62_06815	AQZ93038.1	nan	CDS	1422	0.4325	Genome	934	286	273	13	29	173	1134.33	287.67	False
B4U62_06820	AQZ90123.1	nan	CDS	1380	0.4464	Genome	903	206	198	8	48	223	1056.33	323.67	False
B4U62_06825	AQZ90124.1	nan	CDS	1014	0.4872	Genome	662	175	167	8	18	159	784.67	229.33	False
B4U62_06830	AQZ90125.1	nan	CDS	1020	0.5069	Genome	663	161	148	13	17	179	776.0	244.0	False
B4U62_06835	AQZ90126.1	nan	CDS	1080	0.4722	Genome	714	183	172	11	26	157	844.67	235.33	False
B4U62_06840	AQZ90127.1	nan	CDS	837	0.5209	Genome	545	124	117	7	15	153	632.67	204.33	False
B4U62_06845	AQZ90128.1	nan	CDS	1269	0.4901	Genome	834	163	160	3	36	236	954.67	314.33	False
B4U62_06850	AQZ90129.1	nan	CDS	1002	0.4381	Genome	651	181	174	7	35	135	783.33	218.67	False
B4U62_06855	nan	nan	CDS	1441	0.4282	Genome	903	341	308	33	33	163	1141.33	298.67	False
B4U62_06860	AQZ90130.1	nan	CDS	1494	0.4618	Genome	952	288	274	14	35	219	1155.67	338.33	False
B4U62_06865	AQZ90131.1	nan	CDS	765	0.4523	Genome	456	166	145	21	15	128	571.67	193.33	False
B4U62_06870	AQZ90132.1	nan	CDS	465	0.4473	Genome	282	109	99	10	1	73	355.0	110.0	False
B4U62_06875	AQZ90133.1	nan	CDS	1272	0.4387	Genome	828	248	230	18	26	170	1002.0	270.0	False
B4U62_06880	AQZ90134.1	nan	CDS	1137	0.394	Genome	735	259	249	10	19	124	914.0	223.0	False
B4U62_06885	AQZ90135.1	nan	CDS	135	0.437	Genome	92	20	20	0	1	22	105.67	29.33	False
B4U62_06890	AQZ90136.1	nan	CDS	258	0.4535	Genome	162	51	45	6	4	41	197.33	60.67	False
B4U62_06895	AQZ90137.1	nan	CDS	954	0.4927	Genome	624	155	152	3	20	155	734.0	220.0	False
B4U62_06900	AQZ90138.1	nan	CDS	378	0.4392	Genome	227	96	86	10	2	53	291.67	86.33	False
B4U62_06905	AQZ90139.1	nan	CDS	603	0.471	Genome	381	127	118	9	10	85	469.0	134.0	False
B4U62_06910	AQZ90140.1	nan	CDS	837	0.4875	Genome	550	153	142	11	13	121	656.33	180.67	False
B4U62_06915	AQZ90141.1	nan	CDS	597	0.4506	Genome	377	131	120	11	6	83	466.33	130.67	False
B4U62_06920	AQZ90142.1	nan	CDS	342	0.4327	Genome	219	74	68	6	4	45	269.67	72.33	False
B4U62_06925	AQZ90143.1	nan	CDS	180	0.45	Genome	120	33	32	1	4	23	143.33	36.67	False
B4U62_06930	AQZ90144.1	nan	CDS	837	0.4612	Genome	541	160	143	17	17	119	653.33	183.67	False
B4U62_06935	AQZ90145.1	nan	CDS	801	0.4757	Genome	503	177	161	16	13	108	625.33	175.67	False
B4U62_06940	AQZ90146.1	nan	CDS	168	0.4405	Genome	107	32	30	2	4	25	129.67	38.33	False
B4U62_06945	AQZ90147.1	nan	CDS	351	0.4558	Genome	225	66	63	3	6	54	271.0	80.0	False
B4U62_06950	AQZ90148.1	nan	CDS	207	0.4541	Genome	134	37	36	1	8	28	161.33	45.67	False
B4U62_06955	AQZ90149.1	nan	CDS	510	0.4294	Genome	323	112	96	16	12	63	401.67	108.33	False
B4U62_06960	AQZ90150.1	nan	CDS	798	0.4248	Genome	524	155	150	5	23	96	635.0	163.0	False
B4U62_06965	AQZ90151.1	nan	CDS	1302	0.4631	Genome	839	260	235	25	26	177	1021.0	281.0	False
B4U62_06970	nan	nan	CDS	1487	0.4627	Genome	949	308	275	33	33	195	1165.33	319.67	False
B4U62_06975	AQZ90152.1	nan	CDS	828	0.4915	Genome	543	151	141	10	14	120	648.33	179.67	False
B4U62_06980	AQZ90153.1	nan	CDS	936	0.4776	Genome	605	164	158	6	29	138	724.0	212.0	False
B4U62_06985	AQZ90154.1	nan	CDS	384	0.5052	Genome	243	77	71	6	6	58	296.33	87.67	False
B4U62_06990	AQZ90155.1	nan	CDS	357	0.4734	Genome	230	74	68	6	10	43	282.67	74.33	False
B4U62_06995	AQZ90156.1	nan	CDS	486	0.4918	Genome	315	89	84	5	7	75	376.67	109.33	False
B4U62_07000	AQZ90157.1	nan	CDS	441	0.4966	Genome	285	87	79	8	8	61	345.67	95.33	False
B4U62_07005	AQZ90158.1	nan	CDS	219	0.4429	Genome	141	44	43	1	3	31	171.33	47.67	False
B4U62_07010	AQZ90159.1	nan	CDS	1401	0.4647	Genome	911	227	223	4	24	239	1070.33	330.67	False
B4U62_07015	AQZ90160.1	nan	CDS	444	0.4595	Genome	291	80	78	2	4	69	345.67	98.33	False
B4U62_07020	AQZ90161.1	nan	CDS	447	0.3758	Genome	291	88	85	3	12	56	353.67	93.33	False
B4U62_07025	AQZ90162.1	nan	CDS	150	0.3467	Genome	91	40	38	2	1	18	118.0	32.0	False
B4U62_07030	AQZ90163.1	nan	CDS	3999	0.4271	Genome	2646	642	612	30	94	617	3105.33	893.67	False
B4U62_07035	AQZ90164.1	nan	CDS	660	0.4273	Genome	434	124	118	6	18	84	522.67	137.33	False
B4U62_07040	AQZ90165.1	nan	CDS	978	0.4785	Genome	638	171	161	10	23	146	759.67	218.33	False
B4U62_07045	AQZ90166.1	nan	CDS	267	0.4869	Genome	172	43	41	2	8	44	203.33	63.67	False
B4U62_07050	AQZ90167.1	nan	CDS	426	0.446	Genome	276	81	77	4	14	55	334.67	91.33	False
B4U62_07055	AQZ90168.1	nan	CDS	1047	0.4747	Genome	681	173	164	9	30	163	806.33	240.67	False
B4U62_07060	AQZ90169.1	nan	CDS	579	0.4853	Genome	366	117	106	11	12	84	448.0	131.0	False
B4U62_07065	AQZ90170.1	nan	CDS	273	0.4432	Genome	170	56	51	5	9	38	210.33	62.67	False
B4U62_07070	AQZ90171.1	nan	CDS	2064	0.3818	Genome	1359	390	372	18	31	284	1629.33	434.67	False
B4U62_07075	AQZ90172.1	nan	CDS	330	0.4515	Genome	211	73	71	2	4	42	261.0	69.0	False
B4U62_07080	AQZ90173.1	nan	CDS	165	0.4242	Genome	111	30	30	0	3	21	132.0	33.0	False
B4U62_07085	AQZ90174.1	nan	CDS	840	0.4726	Genome	552	135	131	4	11	142	645.67	194.33	False
B4U62_07090	AQZ90175.1	nan	CDS	270	0.4741	Genome	176	49	47	2	10	35	212.0	58.0	False
B4U62_07095	AQZ90176.1	nan	CDS	264	0.4394	Genome	170	50	48	2	6	38	205.33	58.67	False
B4U62_07100	AQZ90177.1	nan	CDS	894	0.4709	Genome	589	137	133	4	20	148	687.0	207.0	False
B4U62_07105	AQZ90178.1	nan	CDS	171	0.4444	Genome	105	42	38	4	0	24	133.0	38.0	True
B4U62_07110	AQZ90179.1	nan	CDS	747	0.4217	Genome	465	159	149	10	11	112	574.67	172.33	True
B4U62_07115	AQZ90180.1	nan	CDS	1002	0.4511	Genome	600	206	185	21	16	180	742.67	259.33	False
B4U62_07120	AQZ90181.1	nan	CDS	618	0.3592	Genome	371	169	160	9	7	71	486.0	132.0	False
B4U62_07125	AQZ90182.1	nan	CDS	1317	0.4548	Genome	781	286	244	42	14	236	976.33	340.67	False
B4U62_07130	AQZ90183.1	nan	CDS	951	0.469	Genome	606	181	171	10	20	144	733.33	217.67	False
B4U62_07135	AQZ90184.1	nan	CDS	2151	0.463	Genome	1410	332	322	10	42	367	1645.33	505.67	False
B4U62_07140	AQZ90185.1	nan	CDS	972	0.43	Genome	627	191	176	15	30	124	764.33	207.67	False
B4U62_07145	AQZ90186.1	nan	CDS	1350	0.4459	Genome	806	330	280	50	9	205	1029.0	321.0	False
B4U62_07150	AQZ90187.1	nan	CDS	819	0.4664	Genome	519	151	142	9	21	128	626.67	192.33	False
B4U62_07155	AQZ90188.1	nan	CDS	825	0.4885	Genome	541	139	129	10	10	135	637.0	188.0	False
B4U62_07160	AQZ90189.1	nan	CDS	927	0.4639	Genome	605	134	128	6	34	154	705.67	221.33	False
B4U62_07165	AQZ90190.1	nan	CDS	963	0.4995	Genome	619	161	147	14	23	160	734.0	229.0	False
B4U62_07170	AQZ90191.1	nan	CDS	1008	0.5198	Genome	642	180	165	15	21	165	769.0	239.0	False
B4U62_07175	AQZ93039.1	nan	CDS	1650	0.4467	Genome	1094	319	309	10	19	218	1313.0	337.0	False
B4U62_07180	AQZ90192.1	nan	CDS	960	0.5	Genome	615	170	163	7	19	156	734.67	225.33	False
B4U62_07185	AQZ90193.1	nan	CDS	1101	0.5023	Genome	723	172	163	9	30	176	847.67	253.33	False
B4U62_07190	AQZ90194.1	nan	CDS	891	0.4747	Genome	589	149	143	6	18	135	694.33	196.67	False
B4U62_07195	AQZ90195.1	nan	CDS	990	0.503	Genome	634	183	170	13	17	156	761.67	228.33	False
B4U62_07200	AQZ90196.1	nan	CDS	1050	0.4562	Genome	640	252	215	37	7	151	810.33	239.67	False
B4U62_07205	AQZ90197.1	nan	CDS	861	0.4437	Genome	514	218	196	22	10	119	662.67	198.33	False
B4U62_07210	AQZ93040.1	nan	CDS	519	0.4605	Genome	340	90	84	6	6	83	402.0	117.0	False
B4U62_07215	AQZ90198.1	nan	CDS	1200	0.4417	Genome	781	222	216	6	38	159	941.67	258.33	False
B4U62_07220	AQZ90199.1	nan	CDS	225	0.4756	Genome	138	51	45	6	2	34	172.67	52.33	False
B4U62_07225	AQZ90200.1	nan	CDS	732	0.4385	Genome	467	134	125	9	22	109	563.67	168.33	False
B4U62_07230	AQZ90201.1	nan	CDS	528	0.4659	Genome	344	107	101	6	10	67	418.67	109.33	False
B4U62_07235	AQZ90202.1	nan	CDS	519	0.4778	Genome	340	102	92	10	10	67	411.33	107.67	False
B4U62_07240	AQZ90203.1	nan	CDS	339	0.4926	Genome	221	49	49	0	8	61	256.33	82.67	False
B4U62_07245	AQZ90204.1	nan	CDS	318	0.4811	Genome	206	53	52	1	10	49	244.67	73.33	False
B4U62_07250	AQZ90205.1	nan	CDS	903	0.4806	Genome	585	166	158	8	25	127	704.0	199.0	False
B4U62_07255	AQZ90206.1	nan	CDS	1098	0.4663	Genome	711	192	180	12	29	166	848.67	249.33	False
B4U62_07260	AQZ90207.1	nan	CDS	1248	0.4736	Genome	807	215	207	8	31	195	960.67	287.33	False
B4U62_07265	AQZ90208.1	nan	CDS	426	0.4836	Genome	272	73	69	4	2	79	321.33	104.67	False
B4U62_07270	AQZ90209.1	nan	CDS	444	0.4054	Genome	281	94	88	6	9	60	346.67	97.33	False
B4U62_07275	AQZ90210.1	nan	CDS	411	0.4623	Genome	268	72	68	4	6	65	318.0	93.0	False
B4U62_07280	AQZ93041.1	nan	CDS	171	0.4737	Genome	110	34	32	2	1	26	133.0	38.0	False
B4U62_07285	AQZ90211.1	nan	CDS	471	0.4756	Genome	284	105	94	11	4	78	355.33	115.67	False
B4U62_07290	AQZ90212.1	nan	CDS	2289	0.4526	Genome	1399	534	481	53	16	340	1760.33	528.67	False
B4U62_07295	AQZ90213.1	nan	CDS	960	0.4708	Genome	572	232	198	34	11	145	730.33	229.67	False
B4U62_07300	AQZ90214.1	nan	CDS	834	0.4125	Genome	531	182	171	11	18	103	658.33	175.67	False
B4U62_07305	AQZ90215.1	nan	CDS	765	0.4627	Genome	454	158	136	22	13	140	563.67	201.33	False
B4U62_07310	AQZ90216.1	nan	CDS	1644	0.4672	Genome	1026	355	321	34	22	241	1270.0	374.0	False
B4U62_07315	AQZ90217.1	nan	CDS	600	0.4783	Genome	363	122	108	14	3	112	445.33	154.67	False
B4U62_07320	AQZ90218.1	nan	CDS	603	0.4743	Genome	373	132	117	15	2	96	461.67	141.33	False
B4U62_07325	AQZ90219.1	nan	CDS	687	0.4672	Genome	428	139	127	12	17	103	526.33	160.67	False
B4U62_07330	AQZ90220.1	nan	CDS	1365	0.4623	Genome	870	258	242	16	35	202	1053.67	311.33	False
B4U62_07335	AQZ90221.1	nan	CDS	681	0.4141	Genome	450	111	106	5	16	104	529.33	151.67	False
B4U62_07340	AQZ90222.1	nan	CDS	513	0.4152	Genome	339	98	96	2	12	64	408.33	104.67	False
B4U62_07345	AQZ90223.1	nan	CDS	138	0.3913	Genome	90	33	33	0	1	14	112.33	25.67	False
B4U62_07350	AQZ90224.1	nan	CDS	180	0.4667	Genome	118	32	31	1	2	28	140.0	40.0	False
B4U62_07355	AQZ90225.1	nan	CDS	1356	0.4285	Genome	874	240	231	9	48	194	1050.0	306.0	False
B4U62_07360	AQZ90226.1	nan	CDS	333	0.4264	Genome	210	78	73	5	2	43	262.67	70.33	False
B4U62_07365	AQZ90227.1	nan	CDS	156	0.3974	Genome	99	36	34	2	3	18	124.0	32.0	False
B4U62_07370	AQZ90228.1	nan	CDS	183	0.306	Genome	117	45	41	4	3	18	148.0	35.0	False
B4U62_07375	AQZ90229.1	nan	CDS	465	0.4258	Genome	289	108	100	8	8	60	363.67	101.33	False
B4U62_07380	AQZ90230.1	nan	CDS	1122	0.426	Genome	692	252	230	22	19	159	866.33	255.67	False
B4U62_07385	AQZ93042.1	nan	CDS	552	0.3841	Genome	350	121	111	10	19	62	437.0	115.0	False
B4U62_07390	AQZ90231.1	nan	CDS	813	0.4084	Genome	490	208	190	18	9	106	631.67	181.33	False
B4U62_07395	AQZ90232.1	nan	CDS	1695	0.4201	Genome	1095	328	304	24	37	235	1326.0	369.0	False
B4U62_07400	AQZ90233.1	nan	CDS	1014	0.429	Genome	645	210	199	11	29	130	794.67	219.33	False
B4U62_07405	AQZ90234.1	nan	CDS	1836	0.451	Genome	1149	395	362	33	18	274	1418.33	417.67	False
B4U62_07410	AQZ90235.1	nan	CDS	936	0.4519	Genome	574	220	200	20	7	135	723.0	213.0	False
B4U62_07415	AQZ93043.1	nan	CDS	2250	0.4058	Genome	1361	546	496	50	31	312	1735.33	514.67	False
B4U62_07420	AQZ90236.1	nan	CDS	666	0.4309	Genome	435	109	104	5	18	104	513.67	152.33	False
B4U62_07425	AQZ90237.1	nan	CDS	975	0.4564	Genome	626	173	164	9	22	154	748.67	226.33	False
B4U62_07430	AQZ90238.1	nan	CDS	756	0.373	Genome	482	164	154	10	26	84	600.0	156.0	False
B4U62_07435	AQZ90239.1	nan	CDS	1146	0.3988	Genome	755	252	242	10	22	117	930.33	215.67	False
B4U62_07440	AQZ90240.1	nan	CDS	195	0.4718	Genome	123	39	33	6	2	31	149.67	45.33	True
B4U62_07445	AQZ90241.1	nan	CDS	702	0.4103	Genome	428	171	159	12	9	94	545.0	157.0	False
B4U62_07450	AQZ90242.1	nan	CDS	897	0.4593	Genome	579	141	131	10	22	155	680.33	216.67	False
B4U62_07455	AQZ90243.1	nan	CDS	1350	0.4407	Genome	863	223	213	10	47	217	1027.33	322.67	False
B4U62_07460	AQZ90244.1	nan	CDS	156	0.4359	Genome	105	32	31	1	1	18	126.67	29.33	False
B4U62_07465	AQZ90245.1	nan	CDS	177	0.3729	Genome	116	44	43	1	2	15	146.0	31.0	False
B4U62_07470	AQZ90246.1	nan	CDS	1023	0.4145	Genome	630	213	188	25	15	165	777.0	246.0	False
B4U62_07475	AQZ90247.1	nan	CDS	2217	0.4087	Genome	1415	486	451	35	67	249	1761.33	455.67	False
B4U62_07480	AQZ90248.1	nan	CDS	498	0.4859	Genome	322	94	88	6	10	72	388.0	110.0	False
B4U62_07485	AQZ90249.1	nan	CDS	1062	0.4689	Genome	637	243	222	21	7	175	801.33	260.67	False
B4U62_07490	AQZ93044.1	nan	CDS	1200	0.445	Genome	729	290	257	33	13	168	926.67	273.33	False
B4U62_07495	AQZ90250.1	nan	CDS	780	0.441	Genome	465	202	179	23	6	107	601.67	178.33	False
B4U62_07500	AQZ90251.1	nan	CDS	1197	0.4703	Genome	771	226	212	14	16	184	927.0	270.0	False
B4U62_07505	AQZ90252.1	nan	CDS	1245	0.4803	Genome	794	228	214	14	26	197	954.67	290.33	False
B4U62_07510	AQZ90253.1	nan	CDS	708	0.4209	Genome	462	145	138	7	22	79	566.0	142.0	False
B4U62_07515	AQZ90254.1	nan	CDS	630	0.4429	Genome	401	126	121	5	11	92	488.67	141.33	False
B4U62_07520	AQZ90255.1	nan	CDS	537	0.4153	Genome	350	106	102	4	16	65	426.0	111.0	False
B4U62_07525	AQZ90256.1	nan	CDS	321	0.4112	Genome	197	73	68	5	4	47	247.0	74.0	False
B4U62_07530	AQZ90257.1	nan	CDS	258	0.407	Genome	165	62	57	5	5	26	208.0	50.0	False
B4U62_07535	AQZ90258.1	nan	CDS	432	0.3796	Genome	282	79	74	5	17	54	340.33	91.67	False
B4U62_07540	AQZ90259.1	nan	CDS	1521	0.4155	Genome	912	368	333	35	24	217	1165.33	355.67	False
B4U62_07545	AQZ90260.1	nan	CDS	438	0.4087	Genome	278	95	90	5	12	53	345.33	92.67	False
B4U62_07550	AQZ90261.1	nan	CDS	786	0.43	Genome	475	199	178	21	1	111	608.0	178.0	False
B4U62_07555	AQZ90262.1	nan	CDS	813	0.4453	Genome	500	176	161	15	11	126	621.0	192.0	False
B4U62_07560	AQZ90263.1	nan	CDS	2100	0.449	Genome	1286	495	447	48	16	303	1621.33	478.67	False
B4U62_07565	AQZ90264.1	nan	CDS	1044	0.4397	Genome	675	162	153	9	33	174	794.0	250.0	False
B4U62_07570	AQZ90265.1	nan	CDS	660	0.45	Genome	433	119	117	2	11	97	516.0	144.0	False
B4U62_07575	AQZ90266.1	nan	CDS	450	0.4556	Genome	287	93	90	3	5	65	350.67	99.33	False
B4U62_07580	AQZ90267.1	nan	CDS	732	0.4631	Genome	475	131	127	4	16	110	567.67	164.33	False
B4U62_07585	AQZ90268.1	nan	CDS	498	0.4016	Genome	325	109	106	3	10	54	401.0	97.0	False
B4U62_07590	AQZ90269.1	nan	CDS	357	0.3866	Genome	218	97	84	13	5	37	284.33	72.67	False
B4U62_07595	AQZ90270.1	nan	CDS	747	0.4083	Genome	482	121	117	4	18	126	568.67	178.33	False
B4U62_07600	AQZ90271.1	nan	CDS	1200	0.3825	Genome	781	233	218	15	38	148	949.0	251.0	True
B4U62_07605	AQZ90272.1	nan	CDS	228	0.3333	Genome	149	44	39	5	8	27	181.0	47.0	False
B4U62_07610	AQZ90273.1	nan	CDS	699	0.3791	Genome	452	139	130	9	12	96	548.67	150.33	False
B4U62_07615	AQZ93045.1	nan	CDS	252	0.3651	Genome	163	52	50	2	5	32	199.33	52.67	False
B4U62_07620	AQZ90274.1	nan	CDS	291	0.4296	Genome	185	62	59	3	5	39	228.0	63.0	False
B4U62_07625	AQZ90275.1	nan	CDS	186	0.328	Genome	105	60	58	2	2	19	145.67	40.33	False
B4U62_07630	AQZ90276.1	nan	CDS	195	0.4308	Genome	122	47	43	4	5	21	155.0	40.0	False
B4U62_07635	AQZ90277.1	nan	CDS	627	0.3987	Genome	406	120	114	6	12	89	490.0	137.0	False
B4U62_07640	AQZ90278.1	nan	CDS	1338	0.4477	Genome	866	220	208	12	46	206	1028.0	310.0	True
B4U62_07645	AQZ90279.1	nan	CDS	498	0.4197	Genome	329	90	90	0	14	65	393.67	104.33	True
B4U62_07650	AQZ90280.1	nan	CDS	1914	0.4655	Genome	1252	305	293	12	50	307	1472.0	442.0	False
B4U62_07655	AQZ90281.1	nan	CDS	204	0.4118	Genome	122	43	37	6	3	36	151.67	52.33	False
B4U62_07660	AQZ90282.1	nan	CDS	1092	0.456	Genome	708	193	187	6	29	162	846.33	245.67	False
B4U62_07665	AQZ90283.1	nan	CDS	966	0.44	Genome	625	183	171	12	30	128	757.0	209.0	False
B4U62_07670	AQZ90284.1	nan	CDS	867	0.376	Genome	553	196	188	8	27	91	692.67	174.33	False
B4U62_07675	AQZ90285.1	nan	CDS	2100	0.4538	Genome	1377	311	304	7	62	350	1605.0	495.0	False
B4U62_07680	AQZ90286.1	nan	CDS	267	0.4082	Genome	178	40	40	0	5	44	206.33	60.67	False
B4U62_07685	AQZ90287.1	nan	CDS	1713	0.4384	Genome	1133	275	269	6	42	263	1330.33	382.67	False
B4U62_07690	AQZ90288.1	nan	CDS	240	0.4167	Genome	157	49	48	1	5	29	191.33	48.67	False
B4U62_07695	AQZ90289.1	nan	CDS	1029	0.4189	Genome	662	209	196	13	24	134	809.33	219.67	True
B4U62_07700	AQZ90290.1	nan	CDS	681	0.4302	Genome	409	167	147	20	4	101	521.67	159.33	False
B4U62_07705	AQZ90291.1	nan	CDS	1968	0.4182	Genome	1288	347	335	12	51	282	1536.33	431.67	False
B4U62_07710	AQZ90292.1	nan	CDS	867	0.4383	Genome	579	137	136	1	22	129	677.67	189.33	False
B4U62_07715	AQZ90293.1	nan	CDS	774	0.4018	Genome	490	169	154	15	6	109	604.67	169.33	False
B4U62_07720	AQZ93046.1	nan	CDS	2058	0.4023	Genome	1346	396	380	16	40	276	1623.33	434.67	False
B4U62_07725	AQZ90294.1	nan	CDS	1821	0.4053	Genome	1177	356	341	15	61	227	1434.67	386.33	False
B4U62_07730	AQZ90295.1	nan	CDS	1182	0.4332	Genome	723	259	231	28	13	187	900.0	282.0	False
B4U62_07735	AQZ90296.1	nan	CDS	162	0.3519	Genome	105	39	38	1	3	15	132.0	30.0	False
B4U62_07740	AQZ90297.1	nan	CDS	912	0.3893	Genome	594	177	169	8	32	109	722.67	189.33	False
B4U62_07745	AQZ90298.1	nan	CDS	465	0.4086	Genome	297	102	97	5	6	60	367.0	98.0	False
